YearWeekISO,ReportingCountry,FirstDose,SecondDose,Population
2021-06-14,EL,841080,1189894,10718565
2021-06-14,ES,3652229,3004049,47332614
2021-06-14,FI,1341876,706762,5525292
2021-06-14,FR,6636700,9150158,67320216
2021-06-14,HR,67975,349066,4058165
2021-06-14,HU,114603,482519,9769526
2021-06-14,IE,186543,575782,4964440
2021-06-14,IS,47407,29020,364134
2021-06-14,IT,6196913,5009122,59641488
2021-06-14,LI,3948,1700,38747
2021-06-14,LT,109797,295029,2794090
2021-06-14,LU,49796,37308,626108
2021-06-14,LV,59329,104864,1907675
2021-06-14,MT,12206,40167,514564
2021-06-14,NL,743892,671659,17407585
2021-06-14,NO,443471,206537,5367580
2021-06-14,PL,2417878,5556098,37958138
2021-06-14,PT,1148285,1069156,10295909
2021-06-14,RO,229471,358715,19328838
2021-06-14,SE,908809,1408917,10327589
2021-06-14,SI,58014,81811,2095861
2021-06-14,SK,115168,382060,5457873
2021-06-21,AT,424056,808766,8901064
2021-06-21,BE,1199221,602351,11522440
2021-06-21,BG,59982,75458,6951482
2021-06-21,CY,18677,56170,888005
2021-06-21,CZ,379533,964372,10693939
2021-06-21,DE,4526138,6831035,83166711
2021-06-21,DK,436267,398968,5822763
2021-06-21,EE,16375,45829,1328976
2021-06-21,EL,608152,1178199,10718565
2021-06-21,ES,3260308,4291605,47332614
2021-06-21,FI,803332,754158,5525292
2021-06-21,FR,4820224,11049732,67320216
2021-06-21,HR,45825,262315,4058165
2021-06-21,HU,88237,664687,9769526
2021-06-21,IE,211811,553633,4964440
2021-06-21,IS,34309,23466,364134
2021-06-21,IT,5490170,5932342,59641488
2021-06-21,LI,982,2282,38747
2021-06-21,LT,58534,309708,2794090
2021-06-21,LU,70431,16823,626108
2021-06-21,LV,18983,43954,1907675
2021-06-21,MT,3378,39746,514564
2021-06-21,NL,817226,614452,17407585
2021-06-21,NO,573368,168986,5367580
2021-06-21,PL,1796204,5499058,37958138
2021-06-21,PT,1273627,911465,10295909
2021-06-21,RO,190124,285041,19328838
2021-06-21,SE,866312,1044295,10327589
2021-06-21,SI,29105,100355,2095861
2021-06-21,SK,98094,381658,5457873
2021-06-28,AT,400502,847166,8901064
2021-06-28,BE,816333,599202,11522440
2021-06-28,BG,57651,69581,6951482
2021-06-28,CY,21900,76033,888005
2021-06-28,CZ,304415,980457,10693939
2021-06-28,DE,4396526,5638254,83166711
2021-06-28,DK,326553,524057,5822763
2021-06-28,EE,24803,73418,1328976
2021-06-28,EL,785206,1063557,10718565
2021-06-28,ES,3433771,4613606,47332614
2021-06-28,FI,898024,1035328,5525292
2021-06-28,FR,4310820,11680650,67320216
2021-06-28,HR,66735,274557,4058165
2021-06-28,HU,60885,360771,9769526
2021-06-28,IE,243970,496466,4964440
2021-06-28,IS,2239,94929,364134
2021-06-28,IT,4167178,6711047,59641488
2021-06-28,LI,1302,3270,38747
2021-06-28,LT,76837,257103,2794090
2021-06-28,LU,42697,55842,626108
2021-06-28,LV,55743,104171,1907675
2021-06-28,MT,9190,45734,514564
2021-06-28,NL,941064,531791,17407585
2021-06-28,NO,710353,49444,5367580
2021-06-28,PL,1570210,4381302,37958138
2021-06-28,PT,1255650,1227259,10295909
2021-06-28,RO,183297,189154,19328838
2021-06-28,SE,1233493,966724,10327589
2021-06-28,SI,28610,105317,2095861
2021-06-28,SK,137157,297749,5457873
2021-07-05,AT,302600,696812,8901064
2021-07-05,BE,343406,1384971,11522440
2021-07-05,BG,67336,56032,6951482
2021-07-05,CY,23523,86812,888005
2021-07-05,CZ,224524,644863,10693939
2021-07-05,DE,2928063,5965403,83166711
2021-07-05,DK,541233,472846,5822763
2021-07-05,EE,29049,54785,1328976
2021-07-05,EL,773751,797617,10718565
2021-07-05,ES,2916547,4614061,47332614
2021-07-05,FI,633946,1228176,5525292
2021-07-05,FR,4531608,10745638,67320216
2021-07-05,HR,87650,200681,4058165
2021-07-05,HU,53142,243901,9769526
2021-07-05,IE,273326,511767,4964440
2021-07-05,IS,5068,25156,364134
2021-07-05,IT,2457603,8615554,59641488
2021-07-05,LI,928,4318,38747
2021-07-05,LT,70585,138658,2794090
2021-07-05,LU,33753,32274,626108
2021-07-05,LV,57246,57318,1907675
2021-07-05,MT,11601,22158,514564
2021-07-05,NL,830283,415939,17407585
2021-07-05,NO,498188,53406,5367580
2021-07-05,PL,1160908,4555036,37958138
2021-07-05,PT,1423213,1758548,10295909
2021-07-05,RO,181334,122548,19328838
2021-07-05,SE,1160865,631249,10327589
2021-07-05,SI,36598,71995,2095861
2021-07-05,SK,136274,214418,5457873
2021-07-12,AT,220798,627320,8901064
2021-07-12,BE,289726,1264747,11522440
2021-07-12,BG,68087,50561,6951482
2021-07-12,CY,43640,36263,888005
2021-07-12,CZ,310931,799658,10693939
2021-07-12,DE,2080071,6058116,83166711
2021-07-12,DK,437531,598477,5822763
2021-07-12,EE,28379,44299,1328976
2021-07-12,EL,558896,918741,10718565
2021-07-12,ES,2799149,3805483,47332614
2021-07-12,FI,493902,1106206,5525292
2021-07-12,FR,6378738,10125796,67320216
2021-07-12,HR,70305,118902,4058165
2021-07-12,HU,51558,192635,9769526
2021-07-12,IE,364098,389480,4964440
2021-07-12,IS,3854,22239,364134
2021-07-12,IT,1780730,9475318,59641488
2021-07-12,LI,826,3838,38747
2021-07-12,LT,82339,92265,2794090
2021-07-12,LU,20173,49429,626108
2021-07-12,LV,51036,18360,1907675
2021-07-12,MT,17254,7058,514564
2021-07-12,NL,227551,874652,17407585
2021-07-12,NO,291366,164263,5367580
2021-07-12,PL,1193258,3642410,37958138
2021-07-12,PT,1090945,1225876,10295909
2021-07-12,RO,167931,100701,19328838
2021-07-12,SE,1051331,480153,10327589
2021-07-12,SI,53319,43182,2095861
2021-07-12,SK,110795,161735,5457873
2021-07-19,AT,182546,561770,8901064
2021-07-19,BE,190448,1360602,11522440
2021-07-19,BG,65455,46706,6951482
2021-07-19,CY,36311,24390,888005
2021-07-19,CZ,257921,698812,10693939
2021-07-19,DE,1452035,5009241,83166711
2021-07-19,DK,308167,614986,5822763
2021-07-19,EE,39466,44990,1328976
2021-07-19,EL,505328,820229,10718565
2021-07-19,ES,2675784,3237642,47332614
2021-07-19,FI,394034,1224676,5525292
2021-07-19,FR,8688146,9312252,67320216
2021-07-19,HR,60542,124756,4058165
2021-07-19,HU,46720,118318,9769526
2021-07-19,IE,425207,240814,4964440
2021-07-19,IS,938,1900,364134
2021-07-19,IT,2448445,8418724,59641488
2021-07-19,LI,74,1216,38747
2021-07-19,LT,143353,77520,2794090
2021-07-19,LU,8416,51067,626108
2021-07-19,LV,45618,30942,1907675
2021-07-19,MT,15318,12262,514564
2021-07-19,NL,194914,655436,17407585
2021-07-19,NO,371442,126706,5367580
2021-07-19,PL,1104822,2369094,37958138
2021-07-19,PT,836753,1183550,10295909
2021-07-19,RO,191984,95531,19328838
2021-07-19,SE,717136,615695,10327589
2021-07-19,SI,50695,30327,2095861
2021-07-19,SK,68485,114384,5457873
2021-07-26,AT,113098,505024,8901064
2021-07-26,BE,189596,1243806,11522440
2021-07-26,BG,73828,50274,6951482
2021-07-26,CY,29401,25046,888005
2021-07-26,CZ,258117,489360,10693939
2021-07-26,DE,1214225,4641671,83166711
2021-07-26,DK,193665,473943,5822763
2021-07-26,EE,34755,30758,1328976
2021-07-26,EL,323489,812403,10718565
2021-07-26,ES,2719583,2417700,47332614
2021-07-26,FI,386070,1240062,5525292
2021-07-26,FR,9645456,6454066,67320216
2021-07-26,HR,50713,92776,4058165
2021-07-26,HU,48621,102121,9769526
2021-07-26,IE,309345,278205,4964440
2021-07-26,IS,1719,1228,364134
2021-07-26,IT,2946066,6767808,59641488
2021-07-26,LI,22,8,38747
2021-07-26,LT,187653,95646,2794090
2021-07-26,LU,6955,44169,626108
2021-07-26,LV,41056,32170,1907675
2021-07-26,MT,11017,10584,514564
2021-07-26,NL,154959,655816,17407585
2021-07-26,NO,374870,156215,5367580
2021-07-26,PL,1112412,1515344,37958138
2021-07-26,PT,626299,1200154,10295909
2021-07-26,RO,188424,91095,19328838
2021-07-26,SE,413837,778945,10327589
2021-07-26,SI,47276,31090,2095861
2021-07-26,SK,61114,120212,5457873
2021-08-02,AT,112026,420020,8901064
2021-08-02,BE,198110,877828,11522440
2021-08-02,BG,77533,48686,6951482
2021-08-02,CY,27359,38867,888005
2021-08-02,CZ,191976,429572,10693939
2021-08-02,DE,1007189,4075822,83166711
2021-08-02,DK,116074,522898,5822763
2021-08-02,EE,46238,25198,1328976
2021-08-02,EL,259441,556044,10718565
2021-08-02,ES,2528804,2127916,47332614
2021-08-02,FI,385098,1182678,5525292
2021-08-02,FR,7735854,5255354,67320216
2021-08-02,HR,31226,58634,4058165
2021-08-02,HU,42382,48932,9769526
2021-08-02,IE,201220,265828,4964440
2021-08-02,IS,1587,1382,364134
2021-08-02,IT,2916551,5012571,59641488
2021-08-02,LI,4,0,38747
2021-08-02,LT,224543,77803,2794090
2021-08-02,LU,6257,31392,626108
2021-08-02,LV,38540,23886,1907675
2021-08-02,MT,7272,13815,514564
2021-08-02,NL,91970,736270,17407585
2021-08-02,NO,226614,288899,5367580
2021-08-02,PL,993246,1035436,37958138
2021-08-02,PT,742266,1179694,10295909
2021-08-02,RO,188881,77905,19328838
2021-08-02,SE,291937,887648,10327589
2021-08-02,SI,37323,34761,2095861
2021-08-02,SK,65379,111168,5457873
2021-08-09,AT,76322,287112,8901064
2021-08-09,BE,130287,562740,11522440
2021-08-09,BG,75251,46633,6951482
2021-08-09,CY,16360,33241,888005
2021-08-09,CZ,129021,430890,10693939
2021-08-09,DE,1115504,3727177,83166711
2021-08-09,DK,76641,638977,5822763
2021-08-09,EE,43512,28404,1328976
2021-08-09,EL,142079,406404,10718565
2021-08-09,ES,2636886,2145542,47332614
2021-08-09,FI,537520,1277958,5525292
2021-08-09,FR,5630024,5927842,67320216
2021-08-09,HR,30094,55268,4058165
2021-08-09,HU,52018,43371,9769526
2021-08-09,IE,156075,310837,4964440
2021-08-09,IS,1958,904,364134
2021-08-09,IT,2552117,2694359,59641488
2021-08-09,LI,1062,2374,38747
2021-08-09,LT,194931,102921,2794090
2021-08-09,LU,5072,14883,626108
2021-08-09,LV,40936,27708,1907675
2021-08-09,MT,4540,7836,514564
2021-08-09,NL,76492,648000,17407585
2021-08-09,NO,112521,535407,5367580
2021-08-09,PL,879068,731690,37958138
2021-08-09,PT,1235501,637066,10295909
2021-08-09,RO,166869,80986,19328838
2021-08-09,SE,307462,1010827,10327589
2021-08-09,SI,30287,33317,2095861
2021-08-09,SK,54738,95032,5457873
2021-08-16,AT,90598,211408,8901064
2021-08-16,BE,91281,298092,11522440
2021-08-16,BG,76756,51188,6951482
2021-08-16,CY,15376,26567,888005
2021-08-16,CZ,110879,385027,10693939
2021-08-16,DE,1235604,2547505,83166711
2021-08-16,DK,64569,380311,5822763
2021-08-16,EE,29850,24466,1328976
2021-08-16,EL,200489,302404,10718565
2021-08-16,ES,1863901,2384091,47332614
2021-08-16,FI,570720,1226716,5525292
2021-08-16,FR,3988004,7356890,67320216
2021-08-16,HR,34956,49355,4058165
2021-08-16,HU,40265,32172,9769526
2021-08-16,IE,174183,286689,4964440
2021-08-16,IS,4478,3707,364134
2021-08-16,IT,1963118,1973925,59641488
2021-08-16,LI,1650,800,38747
2021-08-16,LT,162154,154184,2794090
2021-08-16,LU,5941,7840,626108
2021-08-16,LV,40129,29429,1907675
2021-08-16,MT,4019,4262,514564
2021-08-16,NL,72176,224995,17407585
2021-08-16,NO,65582,696374,5367580
2021-08-16,PL,735094,704388,37958138
2021-08-16,PT,1242799,393203,10295909
2021-08-16,RO,161929,74675,19328838
2021-08-16,SE,262369,1240807,10327589
2021-08-16,SI,35570,33863,2095861
2021-08-16,SK,57686,62880,5457873
2021-08-23,AT,94940,99550,8901064
2021-08-23,BE,83255,259600,11522440
2021-08-23,BG,84499,54418,6951482
2021-08-23,CY,12795,25906,888005
2021-08-23,CZ,107483,311363,10693939
2021-08-23,DE,1242644,1857921,83166711
2021-08-23,DK,50878,239730,5822763
2021-08-23,EE,28853,27779,1328976
2021-08-23,EL,322152,254196,10718565
2021-08-23,ES,1349701,2367911,47332614
2021-08-23,FI,383086,1129590,5525292
2021-08-23,FR,3006300,7731628,67320216
2021-08-23,HR,42840,45186,4058165
2021-08-23,HU,58417,44682,9769526
2021-08-23,IE,137383,225711,4964440
2021-08-23,IS,8690,1164,364134
2021-08-23,IT,2053752,2768773,59641488
2021-08-23,LI,1858,132,38747
2021-08-23,LT,118820,129366,2794090
2021-08-23,LU,5366,6611,626108
2021-08-23,LV,37893,28522,1907675
2021-08-23,MT,2959,1414,514564
2021-08-23,NL,63751,204115,17407585
2021-08-23,NO,75105,880671,5367580
2021-08-23,PL,705722,641656,37958138
2021-08-23,PT,878066,295451,10295909
2021-08-23,RO,161659,70953,19328838
2021-08-23,SE,229578,1159830,10327589
2021-08-23,SI,35654,30808,2095861
2021-08-23,SK,43969,54268,5457873
2021-08-30,AT,97058,77884,8901064
2021-08-30,BE,81604,159942,11522440
2021-08-30,BG,79190,51819,6951482
2021-08-30,CY,12254,16214,888005
2021-08-30,CZ,86195,162788,10693939
2021-08-30,DE,1075411,1430350,83166711
2021-08-30,DK,33903,140163,5822763
2021-08-30,EE,16736,28360,1328976
2021-08-30,EL,401396,147854,10718565
2021-08-30,ES,976919,2510009,47332614
2021-08-30,FI,218432,1180102,5525292
2021-08-30,FR,2498668,6265776,67320216
2021-08-30,HR,41405,32602,4058165
2021-08-30,HU,96561,43432,9769526
2021-08-30,IE,68954,173735,4964440
2021-08-30,IS,997,1296,364134
2021-08-30,IT,2071350,2934983,59641488
2021-08-30,LI,20,2,38747
2021-08-30,LT,82753,106007,2794090
2021-08-30,LU,5363,6152,626108
2021-08-30,LV,32215,30649,1907675
2021-08-30,MT,2166,964,514564
2021-08-30,NL,52732,157493,17407585
2021-08-30,NO,87381,578539,5367580
2021-08-30,PL,566214,526570,37958138
2021-08-30,PT,400456,749144,10295909
2021-08-30,RO,137407,54887,19328838
2021-08-30,SE,199460,886785,10327589
2021-08-30,SI,30516,24960,2095861
2021-08-30,SK,31430,46024,5457873
2021-09-06,AT,106786,64576,8901064
2021-09-06,BE,64470,88472,11522440
2021-09-06,BG,59270,47119,6951482
2021-09-06,CY,14265,15349,888005
2021-09-06,CZ,68102,103950,10693939
2021-09-06,DE,918303,1253517,83166711
2021-09-06,DK,23451,80923,5822763
2021-09-06,EE,13284,29889,1328976
2021-09-06,EL,356253,169877,10718565
2021-09-06,ES,700650,1702099,47332614
2021-09-06,FI,155692,1054358,5525292
2021-09-06,FR,1730786,4119830,67320216
2021-09-06,HR,35425,28771,4058165
2021-09-06,HU,41684,38372,9769526
2021-09-06,IE,38875,174051,4964440
2021-09-06,IS,699,2054,364134
2021-09-06,IT,1469984,2920441,59641488
2021-09-06,LI,66,908,38747
2021-09-06,LT,66995,90812,2794090
2021-09-06,LU,5941,4631,626108
2021-09-06,LV,31281,29907,1907675
2021-09-06,MT,912,1417,514564
2021-09-06,NL,47463,82172,17407585
2021-09-06,NO,79763,335132,5367580
2021-09-06,PL,480098,405184,37958138
2021-09-06,PT,194845,763472,10295909
2021-09-06,RO,119769,47593,19328838
2021-09-06,SE,176706,621658,10327589
2021-09-06,SI,47475,26930,2095861
2021-09-06,SK,27162,44639,5457873
2021-09-13,AT,116450,72536,8901064
2021-09-13,BE,55641,76129,11522440
2021-09-13,BG,58095,52743,6951482
2021-09-13,CY,9442,12356,888005
2021-09-13,CZ,62058,84333,10693939
2021-09-13,DE,942076,1308468,83166711
2021-09-13,DK,18390,57320,5822763
2021-09-13,EE,13769,32303,1328976
2021-09-13,EL,310989,243176,10718565
2021-09-13,ES,443166,1183926,47332614
2021-09-13,FI,135476,728350,5525292
2021-09-13,FR,1411580,3026832,67320216
2021-09-13,HR,45118,28598,4058165
2021-09-13,HU,36065,39891,9769526
2021-09-13,IE,31048,151123,4964440
2021-09-13,IS,785,8572,364134
2021-09-13,IT,2097069,2173293,59641488
2021-09-13,LI,1856,1662,38747
2021-09-13,LT,61522,74598,2794090
2021-09-13,LU,4932,4237,626108
2021-09-13,LV,30722,31571,1907675
2021-09-13,MT,2191,2290,514564
2021-09-13,NL,68569,80183,17407585
2021-09-13,NO,106599,177932,5367580
2021-09-13,PL,445462,355498,37958138
2021-09-13,PT,137840,642845,10295909
2021-09-13,RO,159950,52053,19328838
2021-09-13,SE,154117,473573,10327589
2021-09-13,SI,129188,31236,2095861
2021-09-13,SK,29421,37338,5457873
2021-09-20,AT,110938,66940,8901064
2021-09-20,BE,62990,77269,11522440
2021-09-20,BG,43427,45760,6951482
2021-09-20,CY,5957,13800,888005
2021-09-20,CZ,51539,68271,10693939
2021-09-20,DE,794510,1233408,83166711
2021-09-20,DK,14937,45922,5822763
2021-09-20,EE,12894,33788,1328976
2021-09-20,EL,163547,326942,10718565
2021-09-20,ES,315338,739467,47332614
2021-09-20,FI,121340,742718,5525292
2021-09-20,FR,925584,2387678,67320216
2021-09-20,HR,45282,31303,4058165
2021-09-20,HU,34371,78547,9769526
2021-09-20,IE,24476,99997,4964440
2021-09-20,IS,467,2028,364134
2021-09-20,IT,2431236,2155497,59641488
2021-09-20,LI,754,1956,38747
2021-09-20,LT,51934,59002,2794090
2021-09-20,LU,4106,4448,626108
2021-09-20,LV,47353,29935,1907675
2021-09-20,MT,2519,3182,514564
2021-09-20,NL,70711,70301,17407585
2021-09-20,NO,78331,118863,5367580
2021-09-20,PL,442734,323314,37958138
2021-09-20,PT,105866,267091,10295909
2021-09-20,RO,279284,52955,19328838
2021-09-20,SE,121389,336906,10327589
2021-09-20,SI,52973,24230,2095861
2021-09-20,SK,36471,33435,5457873
2021-09-27,AT,87202,69906,8901064
2021-09-27,BE,58317,71659,11522440
2021-09-27,BG,43702,35941,6951482
2021-09-27,CY,3426,13013,888005
2021-09-27,CZ,37688,55583,10693939
2021-09-27,DE,611485,931317,83166711
2021-09-27,DK,11633,30085,5822763
2021-09-27,EE,10011,19499,1328976
2021-09-27,EL,124602,294782,10718565
2021-09-27,ES,225810,517782,47332614
2021-09-27,FI,106338,718446,5525292
2021-09-27,FR,913474,1788700,67320216
2021-09-27,HR,46728,29651,4058165
2021-09-27,HU,30496,41517,9769526
2021-09-27,IE,21228,56938,4964440
2021-09-27,IS,314,986,364134
2021-09-27,IT,1900414,1551888,59641488
2021-09-27,LI,362,50,38747
2021-09-27,LT,47400,53677,2794090
2021-09-27,LU,3532,4332,626108
2021-09-27,LV,56169,27749,1907675
2021-09-27,MT,1847,2145,514564
2021-09-27,NL,64829,59072,17407585
2021-09-27,NO,41478,95260,5367580
2021-09-27,PL,369956,293250,37958138
2021-09-27,PT,70888,156565,10295909
2021-09-27,RO,405328,52670,19328838
2021-09-27,SE,93700,279363,10327589
2021-09-27,SI,25484,32192,2095861
2021-09-27,SK,32010,24726,5457873
2021-10-04,AT,70134,79630,8901064
2021-10-04,BE,44784,48210,11522440
2021-10-04,BG,38075,32519,6951482
2021-10-04,CY,4780,10094,888005
2021-10-04,CZ,40581,49885,10693939
2021-10-04,DE,516415,809930,83166711
2021-10-04,DK,10879,21641,5822763
2021-10-04,EE,8874,16291,1328976
2021-10-04,EL,116921,236393,10718565
2021-10-04,ES,172841,281753,47332614
2021-10-04,FI,108632,612508,5525292
2021-10-04,FR,832444,1474366,67320216
2021-10-04,HR,44188,28182,4058165
2021-10-04,HU,27202,33738,9769526
2021-10-04,IE,13823,36288,4964440
2021-10-04,IS,453,714,364134
2021-10-04,IT,1637543,1213834,59641488
2021-10-04,LI,354,52,38747
2021-10-04,LT,40911,48001,2794090
2021-10-04,LU,3519,4396,626108
2021-10-04,LV,68759,27482,1907675
2021-10-04,MT,1983,2086,514564
2021-10-04,NL,42443,59317,17407585
2021-10-04,NO,18010,53556,5367580
2021-10-04,PL,336558,260492,37958138
2021-10-04,PT,45180,118929,10295909
2021-10-04,RO,512943,67485,19328838
2021-10-04,SE,65019,200763,10327589
2021-10-04,SI,11458,68612,2095861
2021-10-04,SK,26881,21844,5457873
2021-10-11,AT,58568,76084,8901064
2021-10-11,BE,43760,52153,11522440
2021-10-11,BG,46422,26101,6951482
2021-10-11,CY,3716,6844,888005
2021-10-11,CZ,42631,41385,10693939
2021-10-11,DE,469206,754320,83166711
2021-10-11,DK,10262,18529,5822763
2021-10-11,EE,10937,12703,1328976
2021-10-11,EL,138096,152083,10718565
2021-10-11,ES,136548,196817,47332614
2021-10-11,FI,138264,576660,5525292
2021-10-11,FR,780026,1198340,67320216
2021-10-11,HR,31516,29116,4058165
2021-10-11,HU,26815,31131,9769526
2021-10-11,IE,13460,27421,4964440
2021-10-11,IS,472,756,364134
2021-10-11,IT,1968158,1423295,59641488
2021-10-11,LI,84,300,38747
2021-10-11,LT,40522,35603,2794090
2021-10-11,LU,5542,3805,626108
2021-10-11,LV,118062,25885,1907675
2021-10-11,MT,1263,1651,514564
2021-10-11,NL,32465,57140,17407585
2021-10-11,NO,10089,31610,5367580
2021-10-11,PL,312626,241986,37958138
2021-10-11,PT,51792,104362,10295909
2021-10-11,RO,631688,112560,19328838
2021-10-11,SE,86028,165810,10327589
2021-10-11,SI,8611,43381,2095861
2021-10-11,SK,22000,21149,5457873
2021-10-18,AT,72782,73246,8901064
2021-10-18,BE,42785,44832,11522440
2021-10-18,BG,164669,27758,6951482
2021-10-18,CY,4950,3942,888005
2021-10-18,CZ,75410,31499,10693939
2021-10-18,DE,416085,678581,83166711
2021-10-18,DK,11138,14574,5822763
2021-10-18,EE,20296,12197,1328976
2021-10-18,EL,150922,104681,10718565
2021-10-18,ES,143580,170612,47332614
2021-10-18,FI,137718,468308,5525292
2021-10-18,FR,674914,999468,67320216
2021-10-18,HR,30890,30115,4058165
2021-10-18,HU,26788,27212,9769526
2021-10-18,IE,22963,25491,4964440
2021-10-18,IS,349,507,364134
2021-10-18,IT,1373349,1093297,59641488
2021-10-18,LI,110,1988,38747
2021-10-18,LT,45516,26432,2794090
2021-10-18,LU,8181,3462,626108
2021-10-18,LV,133350,25405,1907675
2021-10-18,MT,1037,1352,514564
2021-10-18,NL,35201,50362,17407585
2021-10-18,NO,10210,30279,5367580
2021-10-18,PL,341774,218850,37958138
2021-10-18,PT,39712,82380,10295909
2021-10-18,RO,1368778,172737,19328838
2021-10-18,SE,61719,132972,10327589
2021-10-18,SI,8044,22652,2095861
2021-10-18,SK,21231,24821,5457873
2021-10-25,AT,105862,56146,8901064
2021-10-25,BE,50199,46828,11522440
2021-10-25,BG,227130,26801,6951482
2021-10-25,CY,3959,4712,888005
2021-10-25,CZ,128295,29033,10693939
2021-10-25,DE,426420,692958,83166711
2021-10-25,DK,15833,15345,5822763
2021-10-25,EE,26217,11344,1328976
2021-10-25,EL,136923,84606,10718565
2021-10-25,ES,128519,128720,47332614
2021-10-25,FI,126638,486756,5525292
2021-10-25,FR,564228,861158,67320216
2021-10-25,HR,47771,34907,4058165
2021-10-25,HU,30063,25005,9769526
2021-10-25,IE,23893,18268,4964440
2021-10-25,IS,418,432,364134
2021-10-25,IT,1127164,816597,59641488
2021-10-25,LI,452,424,38747
2021-10-25,LT,49778,23614,2794090
2021-10-25,LU,8214,2868,626108
2021-10-25,LV,104666,30116,1907675
2021-10-25,MT,1303,1945,514564
2021-10-25,NL,43953,49004,17407585
2021-10-25,NO,9347,29311,5367580
2021-10-25,PL,415830,203484,37958138
2021-10-25,PT,38718,49899,10295909
2021-10-25,RO,1749212,238992,19328838
2021-10-25,SE,54784,129997,10327589
2021-10-25,SI,10367,13683,2095861
2021-10-25,SK,23148,22352,5457873
2021-11-01,AT,158444,64886,8901064
2021-11-01,BE,46299,33413,11522440
2021-11-01,BG,166587,27053,6951482
2021-11-01,CY,4241,4417,888005
2021-11-01,CZ,201980,37199,10693939
2021-11-01,DE,408481,592581,83166711
2021-11-01,DK,20388,13804,5822763
2021-11-01,EE,22446,9035,1328976
2021-11-01,EL,218717,104195,10718565
2021-11-01,ES,95373,92037,47332614
2021-11-01,FI,92100,327328,5525292
2021-11-01,FR,513342,812978,67320216
2021-11-01,HR,82151,30673,4058165
2021-11-01,HU,36280,24976,9769526
2021-11-01,IE,19289,15164,4964440
2021-11-01,IS,694,637,364134
2021-11-01,IT,1037967,703762,59641488
2021-11-01,LI,396,410,38747
2021-11-01,LT,35186,19030,2794090
2021-11-01,LU,6907,2828,626108
2021-11-01,LV,83342,72697,1907675
2021-11-01,MT,1502,1433,514564
2021-11-01,NL,70933,40494,17407585
2021-11-01,NO,11842,25604,5367580
2021-11-01,PL,406212,174872,37958138
2021-11-01,PT,29184,36997,10295909
2021-11-01,RO,858618,309481,19328838
2021-11-01,SE,36060,83175,10327589
2021-11-01,SI,13669,11466,2095861
2021-11-01,SK,28015,18011,5457873
2021-11-08,AT,273834,84738,8901064
2021-11-08,BE,43235,35831,11522440
2021-11-08,BG,115361,64184,6951482
2021-11-08,CY,5309,4801,888005
2021-11-08,CZ,185283,49727,10693939
2021-11-08,DE,547567,633860,83166711
2021-11-08,DK,46604,18372,5822763
2021-11-08,EE,13895,7046,1328976
2021-11-08,EL,261132,116459,10718565
2021-11-08,ES,113456,98834,47332614
2021-11-08,FI,79288,231950,5525292
2021-11-08,FR,466212,885146,67320216
2021-11-08,HR,198742,34730,4058165
2021-11-08,HU,46548,25932,9769526
2021-11-08,IE,18416,16504,4964440
2021-11-08,IS,737,552,364134
2021-11-08,IT,1265345,612621,59641488
2021-11-08,LI,496,142,38747
2021-11-08,LT,44896,23004,2794090
2021-11-08,LU,6131,4590,626108
2021-11-08,LV,64984,80036,1907675
2021-11-08,MT,1423,1347,514564
2021-11-08,NL,67000,43442,17407585
2021-11-08,NO,12290,26518,5367580
2021-11-08,PL,445598,153978,37958138
2021-11-08,PT,38388,42559,10295909
2021-11-08,RO,528373,678033,19328838
2021-11-08,SE,44833,88818,10327589
2021-11-08,SI,22550,13362,2095861
2021-11-08,SK,62666,18050,5457873
2021-11-15,AT,226908,105852,8901064
2021-11-15,BE,51406,46877,11522440
2021-11-15,BG,91178,100340,6951482
2021-11-15,CY,7297,4399,888005
2021-11-15,CZ,195326,77836,10693939
2021-11-15,DE,705056,644627,83166711
2021-11-15,DK,42001,19217,5822763
2021-11-15,EE,10928,7750,1328976
2021-11-15,EL,322133,110767,10718565
2021-11-15,ES,138405,103562,47332614
2021-11-15,FI,84590,167636,5525292
2021-11-15,FR,576282,1092412,67320216
2021-11-15,HR,150477,30305,4058165
2021-11-15,HU,45569,26917,9769526
2021-11-15,IE,20637,24769,4964440
2021-11-15,IS,966,572,364134
2021-11-15,IT,1394417,437071,59641488
2021-11-15,LI,142,84,38747
2021-11-15,LT,41801,27357,2794090
2021-11-15,LU,5277,6843,626108
2021-11-15,LV,39076,42460,1907675
2021-11-15,MT,1621,1022,514564
2021-11-15,NL,49252,44817,17407585
2021-11-15,NO,13711,28916,5367580
2021-11-15,PL,575760,244734,37958138
2021-11-15,PT,56655,37995,10295909
2021-11-15,RO,448783,799895,19328838
2021-11-15,SE,53547,87712,10327589
2021-11-15,SI,23336,14380,2095861
2021-11-15,SK,94259,16987,5457873
2021-11-22,AT,175726,125782,8901064
2021-11-22,BE,45450,43247,11522440
2021-11-22,BG,78598,87390,6951482
2021-11-22,CY,11650,5776,888005
2021-11-22,CZ,219215,130822,10693939
2021-11-22,DE,1211629,730261,83166711
2021-11-22,DK,33984,21626,5822763
2021-11-22,EE,8492,8780,1328976
2021-11-22,EL,346225,158874,10718565
2021-11-22,ES,187820,89832,47332614
2021-11-22,FI,91484,162674,5525292
2021-11-22,FR,597942,1258650,67320216
2021-11-22,HR,90288,42968,4058165
2021-11-22,HU,182013,47214,9769526
