YearWeekISO,ReportingCountry,FirstDose,SecondDose,Population
2021-11-22,IE,20116,22470,4964440
2021-11-22,IS,873,788,364134
2021-11-22,IT,2062426,393159,59641488
2021-11-22,LI,194,286,38747
2021-11-22,LT,39518,23889,2794090
2021-11-22,LU,4169,7332,626108
2021-11-22,LV,34284,63132,1907675
2021-11-22,MT,1150,899,514564
2021-11-22,NL,32837,56156,17407585
2021-11-22,NO,14749,38039,5367580
2021-11-22,PL,716694,228582,37958138
2021-11-22,PT,59391,36134,10295909
2021-11-22,RO,326416,452562,19328838
2021-11-22,SE,72494,101073,10327589
2021-11-22,SI,13993,15478,2095861
2021-11-22,SK,102692,18344,5457873
2021-11-29,AT,152572,181186,8901064
2021-11-29,BE,32052,39467,11522440
2021-11-29,BG,63966,67960,6951482
2021-11-29,CY,12563,7499,888005
2021-11-29,CZ,135225,123625,10693939
2021-11-29,DE,1107486,775540,83166711
2021-11-29,DK,54389,34661,5822763
2021-11-29,EE,6960,10523,1328976
2021-11-29,EL,388234,210289,10718565
2021-11-29,ES,244618,123845,47332614
2021-11-29,FI,107574,166908,5525292
2021-11-29,FR,502324,1780492,67320216
2021-11-29,HR,52665,84269,4058165
2021-11-29,HU,72527,37753,9769526
2021-11-29,IE,17965,20054,4964440
2021-11-29,IS,637,583,364134
2021-11-29,IT,551602,357440,59641488
2021-11-29,LI,164,330,38747
2021-11-29,LT,39502,29971,2794090
2021-11-29,LU,6681,6277,626108
2021-11-29,LV,23822,46323,1907675
2021-11-29,MT,1069,1506,514564
2021-11-29,NL,24645,56561,17407585
2021-11-29,NO,14151,42041,5367580
2021-11-29,PL,692672,264680,37958138
2021-11-29,PT,78869,40583,10295909
2021-11-29,RO,189045,282699,19328838
2021-11-29,SE,79728,97824,10327589
2021-11-29,SI,9317,21588,2095861
2021-11-29,SK,55402,18974,5457873
2021-12-06,AT,127970,198006,8901064
2021-12-06,BE,25544,41580,11522440
2021-12-06,BG,46841,53710,6951482
2021-12-06,CY,9713,9274,888005
2021-12-06,CZ,83721,132390,10693939
2021-12-06,DE,893917,829554,83166711
2021-12-06,DK,83920,43074,5822763
2021-12-06,EE,5533,12681,1328976
2021-12-06,EL,309217,266127,10718565
2021-12-06,ES,170120,106388,47332614
2021-12-06,FI,92932,149130,5525292
2021-12-06,FR,524668,2256140,67320216
2021-12-06,HR,34200,107425,4058165
2021-12-06,HU,56649,37380,9769526
2021-12-06,IE,10556,16652,4964440
2021-12-06,IS,632,847,364134
2021-12-06,IT,591792,355852,59641488
2021-12-06,LI,258,342,38747
2021-12-06,LT,33894,28155,2794090
2021-12-06,LU,8697,5762,626108
2021-12-06,LV,19115,35279,1907675
2021-12-06,MT,1050,1567,514564
2021-12-06,NL,18379,54223,17407585
2021-12-06,NO,16047,33239,5367580
2021-12-06,PL,665056,324956,37958138
2021-12-06,PT,68087,50164,10295909
2021-12-06,RO,174736,259455,19328838
2021-12-06,SE,91098,99373,10327589
2021-12-06,SI,5773,23278,2095861
2021-12-06,SK,43733,35118,5457873
2021-12-13,AT,137200,208778,8901064
2021-12-13,BE,27498,40934,11522440
2021-12-13,BG,43796,47012,6951482
2021-12-13,CY,9707,13527,888005
2021-12-13,CZ,77931,158543,10693939
2021-12-13,DE,934031,1113164,83166711
2021-12-13,DK,93205,41014,5822763
2021-12-13,EE,4875,12228,1328976
2021-12-13,EL,269593,275827,10718565
2021-12-13,ES,1122345,141087,47332614
2021-12-13,FI,95796,158308,5525292
2021-12-13,FR,614148,2693938,67320216
2021-12-13,HR,23982,94123,4058165
2021-12-13,HU,43375,74503,9769526
2021-12-13,IE,12545,18912,4964440
2021-12-13,IS,417,564,364134
2021-12-13,IT,579662,397263,59641488
2021-12-13,LI,282,268,38747
2021-12-13,LT,34460,26448,2794090
2021-12-13,LU,7753,5237,626108
2021-12-13,LV,17305,24192,1907675
2021-12-13,MT,1001,1129,514564
2021-12-13,NL,15261,44384,17407585
2021-12-13,NO,23545,40994,5367580
2021-12-13,PL,679066,392702,37958138
2021-12-13,PT,231512,38486,10295909
2021-12-13,RO,127182,186094,19328838
2021-12-13,SE,84847,102060,10327589
2021-12-13,SI,5745,16809,2095861
2021-12-13,SK,40796,53941,5457873
2021-12-20,AT,65408,121258,8901064
2021-12-20,BE,19309,30767,11522440
2021-12-20,BG,35108,31812,6951482
2021-12-20,CY,5364,9778,888005
2021-12-20,CZ,41609,89099,10693939
2021-12-20,DE,569457,789905,83166711
2021-12-20,DK,39546,30981,5822763
2021-12-20,EE,3724,6362,1328976
2021-12-20,EL,166208,172522,10718565
2021-12-20,ES,909381,122180,47332614
2021-12-20,FI,50972,79174,5525292
2021-12-20,FR,2552458,6896979,67320216
2021-12-20,HR,11983,46296,4058165
2021-12-20,HU,26992,43244,9769526
2021-12-20,IE,8647,10761,4964440
2021-12-20,IS,324,370,364134
2021-12-20,IT,366068,319358,59641488
2021-12-20,LI,190,146,38747
2021-12-20,LT,22794,21570,2794090
2021-12-20,LU,4989,3394,626108
2021-12-20,LV,12886,14767,1907675
2021-12-20,MT,2510,678,514564
2021-12-20,NL,8517,26246,17407585
2021-12-20,NO,13141,20950,5367580
2021-12-20,PL,409202,229872,37958138
2021-12-20,PT,36112,41222,10295909
2021-12-20,RO,86026,89019,19328838
2021-12-20,SE,39044,56546,10327589
2021-12-20,SI,8433,14345,2095861
2021-12-20,SK,19213,38484,5457873
2021-12-27,AT,46122,103034,8901064
2021-12-27,BE,11218,11819,11522440
2021-12-27,BG,21328,21893,6951482
2021-12-27,CY,5272,11885,888005
2021-12-27,CZ,38867,66875,10693939
2021-12-27,DE,374373,550058,83166711
2021-12-27,DK,26858,57953,5822763
2021-12-27,EE,4024,5509,1328976
2021-12-27,EL,211812,273717,10718565
2021-12-27,ES,528826,104201,47332614
2021-12-27,FI,77028,85700,5525292
2021-12-27,FR,539944,1517785,67320216
2021-12-27,HR,11558,39202,4058165
2021-12-27,HU,22383,33596,9769526
2021-12-27,IE,8087,12285,4964440
2021-12-27,IS,246,312,364134
2021-12-27,IT,477627,420602,59641488
2021-12-27,LI,14,40,38747
2021-12-27,LT,24127,25794,2794090
2021-12-27,LU,4491,4380,626108
2021-12-27,LV,10327,13922,1907675
2021-12-27,MT,4598,872,514564
2021-12-27,NL,8531,23641,17407585
2021-12-27,NO,5273,10811,5367580
2021-12-27,PL,418538,367194,37958138
2021-12-27,PT,37864,54396,10295909
2021-12-27,RO,74011,79242,19328838
2021-12-27,SE,27063,38977,10327589
2021-12-27,SI,3133,7078,2095861
2021-12-27,SK,16498,37868,5457873
2022-01-03,AT,59410,132590,8901064
2022-01-03,BE,38508,27967,11522440
2022-01-03,BG,47762,33395,6951482
2022-01-03,CY,6427,10364,888005
2022-01-03,CZ,67031,94447,10693939
2022-01-03,DE,468097,1002229,83166711
2022-01-03,DK,24191,91519,5822763
2022-01-03,EE,5071,5493,1328976
2022-01-03,EL,165740,245407,10718565
2022-01-03,ES,569700,101396,47332614
2022-01-03,FI,144176,117738,5525292
2022-01-03,FR,956306,2486568,67320216
2022-01-03,HR,14402,34942,4058165
2022-01-03,HU,41029,64700,9769526
2022-01-03,IE,62373,12254,4964440
2022-01-03,IS,1267,702,364134
2022-01-03,IT,811455,627357,59641488
2022-01-03,LI,285,188,38747
2022-01-03,LT,30202,36583,2794090
2022-01-03,LU,5604,8901,626108
2022-01-03,LV,14135,15334,1907675
2022-01-03,MT,5518,866,514564
2022-01-03,NL,13163,25179,17407585
2022-01-03,NO,13328,36078,5367580
2022-01-03,PL,506192,553940,37958138
2022-01-03,PT,443308,33912,10295909
2022-01-03,RO,135037,89188,19328838
2022-01-03,SE,34825,60954,10327589
2022-01-03,SI,4862,10581,2095861
2022-01-03,SK,26256,42638,5457873
2022-01-10,AT,67106,126380,8901064
2022-01-10,BE,76245,24854,11522440
2022-01-10,BG,48280,22970,6951482
2022-01-10,CY,6442,6509,888005
2022-01-10,CZ,60867,54583,10693939
2022-01-10,DE,500606,1081934,83166711
2022-01-10,DK,14430,52908,5822763
2022-01-10,EE,4364,4899,1328976
2022-01-10,EL,234775,223665,10718565
2022-01-10,ES,784714,144445,47332614
2022-01-10,FI,237686,142556,5525292
2022-01-10,FR,877108,2166392,67320216
2022-01-10,HR,19302,33476,4058165
2022-01-10,HU,40430,40901,9769526
2022-01-10,IE,104715,12164,4964440
2022-01-10,IS,14660,602,364134
2022-01-10,IT,1035683,678339,59641488
2022-01-10,LI,114,314,38747
2022-01-10,LT,21063,29868,2794090
2022-01-10,LU,5795,7929,626108
2022-01-10,LV,12869,10164,1907675
2022-01-10,MT,5953,2346,514564
2022-01-10,NL,9973,19589,17407585
2022-01-10,NO,13279,36731,5367580
2022-01-10,PL,521008,475448,37958138
2022-01-10,PT,61689,46097,10295909
2022-01-10,RO,109848,53783,19328838
2022-01-10,SE,55086,95398,10327589
2022-01-10,SI,5886,14942,2095861
2022-01-10,SK,26494,42027,5457873
2022-01-17,AT,55350,75542,8901064
2022-01-17,BE,84870,14142,11522440
2022-01-17,BG,33805,12903,6951482
2022-01-17,CY,4744,5118,888005
2022-01-17,CZ,41277,40828,10693939
2022-01-17,DE,452742,895586,83166711
2022-01-17,DK,9014,30049,5822763
2022-01-17,EE,3597,3586,1328976
2022-01-17,EL,213374,178455,10718565
2022-01-17,ES,473359,108034,47332614
2022-01-17,FI,217044,110654,5525292
2022-01-17,FR,589686,1486206,67320216
2022-01-17,HR,13431,18222,4058165
2022-01-17,HU,35243,26513,9769526
2022-01-17,IE,48812,9508,4964440
2022-01-17,IS,2607,493,364134
2022-01-17,IT,770126,583426,59641488
2022-01-17,LI,165,195,38747
2022-01-17,LT,12088,27651,2794090
2022-01-17,LU,3063,5207,626108
2022-01-17,LV,10256,7574,1907675
2022-01-17,MT,3882,4135,514564
2022-01-17,NL,22000,15202,17407585
2022-01-17,NO,10116,26651,5367580
2022-01-17,PL,431750,323624,37958138
2022-01-17,PT,42169,30869,10295909
2022-01-17,RO,74744,45804,19328838
2022-01-17,SE,48646,71875,10327589
2022-01-17,SI,2622,5900,2095861
2022-01-17,SK,20899,23317,5457873
2022-01-24,AT,38010,63626,8901064
2022-01-24,BE,54221,26171,11522440
2022-01-24,BG,19522,24046,6951482
2022-01-24,CY,3377,6777,888005
2022-01-24,CZ,26431,50289,10693939
2022-01-24,DE,338966,777918,83166711
2022-01-24,DK,4377,20085,5822763
2022-01-24,EE,2646,3097,1328976
2022-01-24,EL,133625,179043,10718565
2022-01-24,ES,181300,81797,47332614
2022-01-24,FI,139488,96684,5525292
2022-01-24,FR,409264,1303050,67320216
2022-01-24,HR,8845,11837,4058165
2022-01-24,HU,31983,28395,9769526
2022-01-24,IE,16592,36728,4964440
2022-01-24,IS,710,839,364134
2022-01-24,IT,568199,666565,59641488
2022-01-24,LI,45,31,38747
2022-01-24,LT,9232,24168,2794090
2022-01-24,LU,1977,3989,626108
2022-01-24,LV,7721,7225,1907675
2022-01-24,MT,1786,4940,514564
2022-01-24,NL,44601,14359,17407585
2022-01-24,NO,9355,22977,5367580
2022-01-24,PL,348818,335402,37958138
2022-01-24,PT,29240,26819,10295909
2022-01-24,RO,59493,64382,19328838
2022-01-24,SE,32726,50220,10327589
2022-01-24,SI,1906,5913,2095861
2022-01-24,SK,15441,23617,5457873
2022-01-31,AT,23482,63298,8901064
2022-01-31,BE,30862,58095,11522440
2022-01-31,BG,14817,28324,6951482
2022-01-31,CY,2415,6432,888005
2022-01-31,CZ,15964,45813,10693939
2022-01-31,DE,226854,593425,83166711
2022-01-31,DK,2447,10358,5822763
2022-01-31,EE,1398,2144,1328976
2022-01-31,EL,128666,196105,10718565
2022-01-31,ES,86185,61681,47332614
2022-01-31,FI,65136,58726,5525292
2022-01-31,FR,281732,1214852,67320216
2022-01-31,HR,6625,11026,4058165
2022-01-31,HU,16371,25514,9769526
2022-01-31,IE,14253,59960,4964440
2022-01-31,IS,1118,9366,364134
2022-01-31,IT,435392,809939,59641488
2022-01-31,LI,75,231,38747
2022-01-31,LT,5478,15558,2794090
2022-01-31,LU,1302,4342,626108
2022-01-31,LV,3990,6613,1907675
2022-01-31,MT,325,2895,514564
2022-01-31,NL,18416,12148,17407585
2022-01-31,NO,7477,17295,5367580
2022-01-31,PL,242356,370458,37958138
2022-01-31,PT,74196,131889,10295909
2022-01-31,RO,43902,64138,19328838
2022-01-31,SE,22934,40189,10327589
2022-01-31,SI,1395,6565,2095861
2022-01-31,SK,7535,20717,5457873
2022-02-07,AT,16488,48258,8901064
2022-02-07,BE,20551,73626,11522440
2022-02-07,BG,12069,23052,6951482
2022-02-07,CY,742,2133,888005
2022-02-07,CZ,8347,35247,10693939
2022-02-07,DE,154678,507171,83166711
2022-02-07,DK,1539,7859,5822763
2022-02-07,EE,1137,2072,1328976
2022-02-07,EL,70350,206986,10718565
2022-02-07,ES,77333,340014,47332614
2022-02-07,FI,35266,51858,5525292
2022-02-07,FR,206312,1043774,67320216
2022-02-07,HR,5191,10545,4058165
2022-02-07,HU,13355,26526,9769526
2022-02-07,IE,13729,43798,4964440
2022-02-07,IS,230,1790,364134
2022-02-07,IT,259974,812616,59641488
2022-02-07,LI,30,126,38747
2022-02-07,LT,2898,9510,2794090
2022-02-07,LU,1083,4311,626108
2022-02-07,LV,2462,5814,1907675
2022-02-07,MT,613,3028,514564
2022-02-07,NL,8954,9375,17407585
2022-02-07,NO,5616,12650,5367580
2022-02-07,PL,169202,326028,37958138
2022-02-07,PT,21018,29278,10295909
2022-02-07,RO,35609,51437,19328838
2022-02-07,SE,16890,38971,10327589
2022-02-07,SI,1023,4488,2095861
2022-02-07,SK,4444,17087,5457873
2022-02-14,AT,10362,33196,8901064
2022-02-14,BE,15718,55860,11522440
2022-02-14,BG,9074,14062,6951482
2022-02-14,CY,1238,3388,888005
2022-02-14,CZ,5848,24433,10693939
2022-02-14,DE,112193,392982,83166711
2022-02-14,DK,1158,4213,5822763
2022-02-14,EE,828,1975,1328976
2022-02-14,EL,55706,136606,10718565
2022-02-14,ES,68325,366647,47332614
2022-02-14,FI,17302,63918,5525292
2022-02-14,FR,137174,704826,67320216
2022-02-14,HR,4186,9043,4058165
2022-02-14,HU,9967,23005,9769526
2022-02-14,IE,11020,30031,4964440
2022-02-14,IS,164,759,364134
2022-02-14,IT,147402,626791,59641488
2022-02-14,LI,10,124,38747
2022-02-14,LT,2154,7134,2794090
2022-02-14,LU,1052,2257,626108
2022-02-14,LV,1645,4710,1907675
2022-02-14,MT,418,2307,514564
2022-02-14,NL,3727,5114,17407585
2022-02-14,NO,3131,8039,5367580
2022-02-14,PL,112848,277806,37958138
2022-02-14,PT,16783,26187,10295909
2022-02-14,RO,21897,44040,19328838
2022-02-14,SE,12046,31936,10327589
2022-02-14,SI,913,3074,2095861
2022-02-14,SK,2442,12529,5457873
2022-02-21,AT,7088,22962,8901064
2022-02-21,BE,9403,34235,11522440
2022-02-21,BG,6401,10083,6951482
2022-02-21,CY,798,2083,888005
2022-02-21,CZ,4540,17669,10693939
2022-02-21,DE,90345,312246,83166711
2022-02-21,DK,1053,3679,5822763
2022-02-21,EE,751,1585,1328976
2022-02-21,EL,40446,135962,10718565
2022-02-21,ES,45915,215299,47332614
2022-02-21,FI,13208,85232,5525292
2022-02-21,FR,94476,421474,67320216
2022-02-21,HR,2875,6431,4058165
2022-02-21,HU,8322,17624,9769526
2022-02-21,IE,9009,18768,4964440
2022-02-21,IS,162,458,364134
2022-02-21,IT,90864,483970,59641488
2022-02-21,LI,8,114,38747
2022-02-21,LT,1949,5544,2794090
2022-02-21,LU,634,2017,626108
2022-02-21,LV,1118,3142,1907675
2022-02-21,MT,339,1112,514564
2022-02-21,NL,2516,3895,17407585
2022-02-21,NO,1665,5189,5367580
2022-02-21,PL,95264,217768,37958138
2022-02-21,PT,14898,202045,10295909
2022-02-21,RO,17315,37974,19328838
2022-02-21,SE,9235,25517,10327589
2022-02-21,SI,303,1408,2095861
2022-02-21,SK,1535,8243,5457873
2022-02-28,AT,4584,11268,8901064
2022-02-28,BE,891,1598,11522440
2022-02-28,BG,1008,1923,6951482
2022-02-28,CZ,1597,5042,10693939
2022-02-28,EE,315,780,1328976
2022-02-28,EL,15622,38618,10718565
2022-02-28,ES,10873,65432,47332614
2022-02-28,FI,2900,30140,5525292
2022-02-28,FR,20732,85148,67320216
2022-02-28,HR,401,624,4058165
2022-02-28,HU,1624,3281,9769526
2022-02-28,IE,777,4509,4964440
2022-02-28,IT,37417,103500,59641488
2022-02-28,NL,782,1232,17407585
2022-02-28,PL,38210,94104,37958138
2022-02-28,PT,1542,3274,10295909
2022-02-28,SE,2798,7167,10327589
2022-02-28,SK,441,2322,5457873
