,ReportingCountry,YearWeekISO,first_dose_100k,second_dose_100k,cmltve_first_dose,cmltve_second_dose
308,DE,2021-01-04,1571.6997633824908,4.208414590304046,1630.2147622502468,4.254105948713061
309,DE,2021-01-11,1254.6005336197554,47.421618007714656,2884.815295870002,51.67572395642772
310,DE,2021-01-18,1033.103256902873,597.2870563559981,3917.918552772875,648.9627803124258
311,DE,2021-01-25,747.5587197382376,801.3626990731905,4665.4772725111125,1450.3254793856163
312,DE,2021-02-01,946.4411788509949,1087.0419055047157,5611.918451362108,2537.367384890332
313,DE,2021-02-08,1078.5204671614345,1022.1048659721557,6690.438918523542,3559.4722508624873
314,DE,2021-02-15,1376.8814303597985,823.5001622223584,8067.320348883341,4382.972413084845
315,DE,2021-02-22,1902.0434750629975,887.9983242333583,9969.363823946338,5270.970737318204
316,DE,2021-03-01,2775.2305847468224,928.08287200392,12744.59440869316,6199.0536093221235
317,DE,2021-03-08,3395.1673284278368,943.555408846215,16139.761737120996,7142.6090181683385
318,DE,2021-03-15,2397.105736212173,1108.0455015228388,18536.867473333168,8250.654519691177
319,DE,2021-03-22,3736.111435259235,1290.4045225498937,22272.978908592402,9541.059042241071
320,DE,2021-03-29,3355.2390931992004,1341.9972806186843,25628.218001791603,10883.056322859757
321,DE,2021-04-05,6514.477890077919,1332.1255423939995,32142.695891869524,12215.181865253757
322,DE,2021-04-12,7736.262409126652,1139.173340641065,39878.95830099618,13354.355205894823
323,DE,2021-04-19,7437.771586278072,1064.4018374130487,47316.729887274254,14418.75704330787
324,DE,2021-04-26,9621.085051686125,1695.9766510425068,56937.81493896038,16114.733694350378
325,DE,2021-05-03,9218.15821236456,2937.776389882726,66155.97315132494,19052.510084233105
326,DE,2021-05-10,8344.041644258363,3638.769603381334,74500.01479558331,22691.27968761444
327,DE,2021-05-17,6516.395724726928,5814.815737994015,81016.41052031024,28506.09542560845
328,DE,2021-05-24,5013.201736449575,6622.023323731054,86029.6122567598,35128.118749339505
329,DE,2021-05-31,4828.293618584965,7137.245093171954,90857.90587534478,42265.36384251146
330,DE,2021-06-07,5261.220441914555,9356.314451343398,96119.12631725933,51621.67829385486
331,DE,2021-06-14,5157.400056375922,9127.018381188598,101276.52637363525,60748.69667504345
332,DE,2021-06-21,5442.247199122736,8213.664960250742,106718.77357275799,68962.36163529419
333,DE,2021-06-28,5286.401190014596,6779.460113554328,112005.17476277259,75741.82174884852
334,DE,2021-07-05,3520.7151572941248,7172.825434926723,115525.88992006671,82914.64718377525
335,DE,2021-07-12,2501.0860415052366,7284.303932615539,118026.97596157194,90198.95111639079
336,DE,2021-07-19,1745.9329370377532,6023.132260214064,119772.90889860969,96222.08337660486
337,DE,2021-07-26,1459.989201689123,5581.1645599403355,121232.89810029881,101803.2479365452
338,DE,2021-08-02,1211.0482522267832,4900.785363509205,122443.9463525256,106704.0333000544
339,DE,2021-08-09,1341.286659755007,4481.573162127333,123785.2330122806,111185.60646218173
340,DE,2021-08-16,1485.6954004108686,3063.1306316778596,125270.92841269147,114248.7370938596
341,DE,2021-08-23,1494.160325758223,2233.9719554377953,126765.08873844969,116482.7090492974
342,DE,2021-08-30,1293.0786694209899,1719.8588026403977,128058.16740787069,118202.5678519378
343,DE,2021-09-06,1104.171355291422,1507.2340662840447,129162.3387631621,119709.80191822184
344,DE,2021-09-13,1132.7561095929354,1573.307377755987,130295.09487275504,121283.10929597783
345,DE,2021-09-20,955.3221360407051,1483.054920856495,131250.41700879575,122766.16421683432
346,DE,2021-09-27,735.2521130720198,1119.819443142341,131985.66912186777,123885.98365997667
347,DE,2021-10-04,620.9395487576755,973.863208321416,132606.60867062546,124859.84686829809
348,DE,2021-10-11,564.1752503594857,906.9975125023279,133170.78392098495,125766.84438080042
349,DE,2021-10-18,500.30233851618834,815.928623172317,133671.08625950114,126582.77300397275
350,DE,2021-10-25,512.7291855992718,833.2155879051176,134183.81544510042,127415.98859187786
351,DE,2021-11-01,491.1592572177106,712.5218646677034,134674.97470231814,128128.51045654557
352,DE,2021-11-08,658.3968434197187,762.1559063457494,135333.37154573787,128890.66636289132
353,DE,2021-11-15,847.7622735375454,775.1021920296932,136181.13381927542,129665.76855492101
354,DE,2021-11-22,1456.8677604672862,878.068870608578,137638.0015797427,130543.8374255296
355,DE,2021-11-29,1331.6457831307046,932.5125289612571,138969.6473628734,131476.34995449084
356,DE,2021-12-06,1074.8495272345206,997.4591877271664,140044.49689010793,132473.809142218
357,DE,2021-12-13,1123.0827680560797,1338.4730340003466,141167.579658164,133812.28217621834
358,DE,2021-12-20,684.7174706716488,949.7850648440335,141852.29712883566,134762.06724106238
359,DE,2021-12-27,450.1476558331133,661.3920322038465,142302.44478466877,135423.45927326623
360,DE,2022-01-03,562.8417841364437,1205.0843275502384,142865.28656880523,136628.54360081645
361,DE,2022-01-10,601.9307412553565,1300.9219518131479,143467.21731006057,137929.4655526296
362,DE,2022-01-17,544.3788681266956,1076.8563397920113,144011.59617818726,139006.32189242163
363,DE,2022-01-24,407.57413143342893,935.3718460743266,144419.17030962068,139941.69373849596
364,DE,2022-01-31,272.7701952768097,713.536693786051,144691.94050489747,140655.230432282
365,DE,2022-02-07,185.98547199972836,609.8245246225981,144877.9259768972,141265.05495690458
366,DE,2022-02-14,134.90133089428053,472.52319500767567,145012.82730779148,141737.57815191225
367,DE,2022-02-21,108.63120461743401,375.4458920468792,145121.45851240892,142113.02404395913
368,DK,2020-12-14,0.03434795474244787,0.0,0.03434795474244787,0.0
369,DK,2020-12-21,0.2060877284546872,0.0,0.24043568319713507,0.0
370,DK,2020-12-28,292.86783611148184,0.0,293.10827179467896,0.0
371,DK,2021-01-04,4916.411676037649,0.13739181896979147,5209.519947832328,0.13739181896979147
372,DK,2021-01-11,2140.4958436398665,32.785122801666496,7350.015791472195,32.922514620636285
373,DK,2021-01-18,457.7036709204891,1241.5239981431496,7807.719462392684,1274.446512763786
374,DK,2021-01-25,191.42115177966204,2718.1082245662415,7999.140614172346,3992.5547373300274
375,DK,2021-02-01,373.05313645772634,2134.605169401537,8372.193750630073,6127.159906731564
376,DK,2021-02-08,1663.0936206745835,1189.7616303462808,10035.287371304656,7316.921537077845
377,DK,2021-02-15,3265.700493047716,309.38920234259916,13300.987864352372,7626.3107394204435
378,DK,2021-02-22,4529.430443931858,399.93041104369166,17830.41830828423,8026.241150464135
379,DK,2021-03-01,4613.977934530393,691.218241237021,22444.396242814622,8717.459391701155
380,DK,2021-03-08,1915.2763043936359,1887.4716350296237,24359.672547208258,10604.93102673078
381,DK,2021-03-15,1760.2468106635974,1968.4297643575735,26119.919357871855,12573.360791088353
382,DK,2021-03-22,1882.3537897729993,1765.3990038749644,28002.273147644853,14338.759794963316
383,DK,2021-03-29,2922.753338921746,1407.5791853455132,30925.0264865666,15746.33898030883
384,DK,2021-04-05,3668.9454817240544,1490.1344945689875,34593.97196829065,17236.473474877817
385,DK,2021-04-12,6512.938960421367,1874.333542340638,41106.910928712015,19110.807017218456
386,DK,2021-04-19,5148.3634144133985,2519.2850885395815,46255.27434312541,21630.092105758038
387,DK,2021-04-26,5003.088739830216,3236.624949358234,51258.36308295563,24866.71705511627
388,DK,2021-05-03,4815.445863072222,7085.553713932716,56073.80894602785,31952.270769048988
389,DK,2021-05-10,5508.398676023736,6382.004556943156,61582.20762205159,38334.275325992145
390,DK,2021-05-17,7268.885922370529,5657.503147560703,68851.09354442212,43991.77847355285
391,DK,2021-05-24,8972.819261233888,2866.697476782071,77823.91280565601,46858.47595033492
392,DK,2021-05-31,8825.947406755178,3967.308990594328,86649.8602124112,50825.78494092925
393,DK,2021-06-07,11192.057791120813,4009.780236633365,97841.918003532,54835.56517756261
394,DK,2021-06-14,10105.254155115023,4883.35176959804,107947.17215864702,59718.91694716065
395,DK,2021-06-21,7492.439585811753,6851.867403842472,115439.61174445877,66570.78435100312
396,DK,2021-06-28,5608.21383250529,9000.143059231503,121047.82557696407,75570.92741023462
397,DK,2021-07-05,9295.123294559646,8120.646504073752,130342.94887152371,83691.57391430838
398,DK,2021-07-12,7514.147493208982,10278.23045519799,137857.0963647327,93969.80436950637
399,DK,2021-07-19,5292.4530845579675,10561.755647619522,143149.54944929064,104531.56001712588
400,DK,2021-07-26,3325.9983275980835,8139.486357249987,146475.54777688874,112671.04637437587
401,DK,2021-08-02,1993.4522493874472,8980.238419458252,148469.0000262762,121651.28479383413
402,DK,2021-08-09,1316.2307997079731,10973.776538732558,149785.23082598415,132625.0613325667
403,DK,2021-08-16,1108.9065448825584,6531.452508027546,150894.13737086672,139156.51384059424
404,DK,2021-08-23,873.7776206931314,4117.117595203514,151767.91499155987,143273.63143579775
405,DK,2021-08-30,582.2493548166051,2407.1561902828603,152350.16434637646,145680.78762608062
406,DK,2021-09-06,402.7469433325725,1389.7697708115545,152752.91128970904,147070.55739689217
407,DK,2021-09-13,315.8294438568082,984.4123829185559,153068.74073356585,148054.96977981072
408,DK,2021-09-20,256.5276999939719,788.6633888413457,153325.26843355983,148843.63316865207
409,DK,2021-09-27,199.78487875944808,516.6791092132721,153525.05331231927,149360.31227786533
410,DK,2021-10-04,186.83569982154518,371.6620442906572,153711.8890121408,149731.974322156
411,DK,2021-10-11,176.23935578350003,318.21662671140825,153888.1283679243,150050.1909488674
412,DK,2021-10-18,191.28375996069224,250.2935462082176,154079.412127885,150300.48449507562
413,DK,2021-10-25,271.9155837185886,263.53468276143127,154351.3277116036,150564.01917783706
414,DK,2021-11-01,350.14305064451355,237.0695836323752,154701.47076224812,150801.08876146944
415,DK,2021-11-08,800.3760414085206,315.52031226412606,155501.84680365663,151116.60907373356
416,DK,2021-11-15,721.3242235687767,330.0323231428104,156223.1710272254,151446.64139687637
417,DK,2021-11-22,583.6404469836742,371.4044346300888,156806.8114742091,151818.04583150646
418,DK,2021-11-29,934.0754552434986,595.2672296639929,157740.8869294526,152413.31306117045
419,DK,2021-12-06,1441.240180993113,739.7519012880999,159182.1271104457,153153.06496245856
420,DK,2021-12-13,1600.7005608849263,704.3735079033785,160782.82767133063,153857.43847036193
421,DK,2021-12-20,679.1621091224216,532.0669929378887,161461.98978045303,154389.5054632998
422,DK,2021-12-27,461.2586842363324,995.2835105945408,161923.24846468936,155384.78897389435
423,DK,2022-01-03,415.4556865872782,1571.7452350370434,162338.70415127664,156956.53420893138
424,DK,2022-01-10,247.82049346676135,908.640794756716,162586.52464474342,157865.17500368808
425,DK,2022-01-17,154.80623202421262,516.060846027908,162741.33087676764,158381.235849716
426,DK,2022-01-24,75.17049895384716,344.9393355010327,162816.50137572148,158726.17518521703
427,DK,2022-01-31,42.024722627384975,177.88805761113753,162858.52609834887,158904.06324282815
428,DK,2022-02-07,26.430751174313645,134.97028816044892,162884.95684952318,159039.0335309886
429,DK,2022-02-14,19.88746579587732,72.35396666496645,162904.84431531906,159111.38749765357
430,DK,2022-02-21,18.084198171898805,63.183062748732866,162922.92851349097,159174.5705604023
431,EE,2020-12-28,28.74393518016879,0.4514754216780439,28.74393518016879,0.4514754216780439
432,EE,2021-01-04,1617.0344686435267,34.46262385475735,1645.7784038236955,34.914099276435394
433,EE,2021-01-11,1083.1647825092402,64.78672301079929,2728.9431863329355,99.70082228723469
434,EE,2021-01-18,958.331828415261,523.786735050144,3687.2750147481966,623.4875573373787
435,EE,2021-01-25,1038.543961666727,1558.5684015362203,4725.818976414924,2182.055958873599
436,EE,2021-02-01,1410.3339714185959,1351.8679043112893,6136.15294783352,3533.9238631848884
437,EE,2021-02-08,1771.74004647187,939.369860704783,7907.89299430539,4473.293723889671
438,EE,2021-02-15,2606.5933470581863,832.6711693815388,10514.486341363576,5305.96489327121
439,EE,2021-02-22,2626.2325279011807,1379.558396840876,13140.718869264756,6685.523290112085
440,EE,2021-03-01,3609.3202586051216,1665.7185682811426,16750.039127869877,8351.241858393229
441,EE,2021-03-08,5434.861126160291,1475.6474157546868,22184.900254030166,9826.889274147916
442,EE,2021-03-15,4346.278638590915,835.2295301043811,26531.17889262108,10662.118804252297
443,EE,2021-03-22,4063.9560082349126,703.8501823960702,30595.134900855992,11365.968986648368
444,EE,2021-03-29,4866.378324364021,1402.357905635617,35461.51322522001,12768.326892283985
445,EE,2021-04-05,4886.09275111063,1038.2429780522748,40347.60597633064,13806.56987033626
446,EE,2021-04-12,4331.379949675539,1720.3470943041862,44678.98592600618,15526.916964640446
447,EE,2021-04-19,3511.0491084865334,2327.2805528467034,48190.035034492714,17854.197517487148
448,EE,2021-04-26,4132.50502642636,4032.6537123319004,52322.54006091908,21886.851229819047
449,EE,2021-05-03,4991.43701616884,5374.890140980723,57313.97707708792,27261.74137079977
450,EE,2021-05-10,4117.832075221824,3069.2051624709547,61431.80915230974,30330.946533270726
451,EE,2021-05-17,5381.5870264022815,4141.910764377987,66813.39617871202,34472.85729764871
452,EE,2021-05-24,4778.265371233189,4728.527828944994,71591.66154994522,39201.385126593705
453,EE,2021-05-31,4309.483391724155,4731.311927378673,75901.14494166936,43932.69705397238
454,EE,2021-06-07,3391.7843512599175,7000.803626250585,79292.92929292929,50933.50068022296
455,EE,2021-06-14,2896.967289100781,7748.6726622602655,82189.89658203007,58682.17334248323
456,EE,2021-06-21,1232.1516716629942,3448.4445166805117,83422.04825369306,62130.617859163736
457,EE,2021-06-28,1866.32414731342,5524.40375145977,85288.37240100649,67655.0216106235
458,EE,2021-07-05,2185.8182540542484,4122.346829438605,87474.19065506074,71777.36844006211
459,EE,2021-07-12,2135.403498633534,3333.318284152611,89609.59415369427,75110.68672421473
460,EE,2021-07-19,2969.654831990946,3385.3132035491985,92579.24898568522,78495.99992776393
461,EE,2021-07-26,2615.171380070068,2314.4135033288785,95194.42036575529,80810.4134310928
462,EE,2021-08-02,3479.2200912582316,1896.0462792405579,98673.64045701352,82706.45971033337
463,EE,2021-08-09,3274.099758009173,2137.2846462238595,101947.7402150227,84843.74435655723
464,EE,2021-08-16,2246.090222848268,1840.966277795837,104193.83043787097,86684.71063435308
465,EE,2021-08-23,2171.0700569460996,2090.25595646573,106364.90049481708,88774.9665908188
466,EE,2021-08-30,1259.3154428672904,2133.9738264648877,107624.21593768436,90908.9404172837
467,EE,2021-09-06,999.5665835951891,2249.024813089175,108623.78252127956,93157.96523037287
468,EE,2021-09-13,1036.0608468474977,2430.6684244109742,109659.84336812705,95588.63365478384
469,EE,2021-09-20,970.2206811861163,2542.4085912762907,110630.06404931317,98131.04224606014
470,EE,2021-09-27,753.2867410698161,1467.2198745500295,111383.35079038297,99598.26212061018
471,EE,2021-10-04,667.7321486618268,1225.8310157595022,112051.0829390448,100824.09313636967
472,EE,2021-10-11,822.9644478154607,955.8487135960318,112874.04738686027,101779.9418499657
473,EE,2021-10-18,1527.190859729596,917.7742863678501,114401.23824658987,102697.71613633355
474,EE,2021-10-25,1972.7218550222124,853.5895305859547,116373.96010161209,103551.3056669195
475,EE,2021-11-01,1688.9695524975614,679.8467391435211,118062.92965410964,104231.15240606303
476,EE,2021-11-08,1045.5418307027367,530.1826368572496,119108.47148481238,104761.33504292028
477,EE,2021-11-15,822.287234682944,583.1557530008066,119930.75871949532,105344.49079592108
478,EE,2021-11-22,638.988213481658,660.6590337222042,120569.74693297698,106005.14982964328
479,EE,2021-11-29,523.7114891465308,791.8126437196757,121093.45842212351,106796.96247336296
480,EE,2021-12-06,416.33558469076945,954.1933037165456,121509.79400681428,107751.1557770795
481,EE,2021-12-13,366.8237801134105,920.1069093798533,121876.61778692769,108671.26268645936
482,EE,2021-12-20,280.21574505483926,478.7144387859525,122156.83353198253,109149.97712524532
483,EE,2021-12-27,302.7895161387413,414.5296830040573,122459.62304812127,109564.50680824938
484,EE,2022-01-03,381.57197722156,413.3257485462491,122841.19502534284,109977.83255679563
485,EE,2022-01-10,328.3731233671638,368.62968180012285,123169.56814871,110346.46223859576
486,EE,2022-01-17,270.65951529598726,269.8318103562442,123440.22766400599,110616.29404895201
487,EE,2022-01-24,199.10066096001734,233.03656348948368,123639.328324966,110849.3306124415
488,EE,2022-01-31,105.19377325098421,161.32721734628765,123744.52209821698,111010.65782978779
489,EE,2022-02-07,85.5545924079893,155.9095122861511,123830.07669062498,111166.56734207393
490,EE,2022-02-14,62.30360819157006,148.61065963568944,123892.38029881654,111315.17800170962
491,EE,2022-02-21,56.50967361336847,119.26475722661658,123948.88997242991,111434.44275893623
492,EE,2022-02-28,23.702459638097306,58.69180481814569,123972.592432068,111493.13456375437
493,EL,2020-12-28,10.281227011265036,0.07463685670609825,10.281227011265036,0.07463685670609825
494,EL,2021-01-04,1657.525984121942,0.9702791371792773,1667.807211133207,1.0449159938853756
495,EL,2021-01-11,1317.937615716283,0.9236311017379659,2985.74482684949,1.9685470956233415
496,EL,2021-01-18,2318.4260206473537,117.76763027513476,5304.170847496844,119.7361773707581
497,EL,2021-01-25,2264.043740929873,1329.4316916490225,7568.214588426717,1449.1678690197805
498,EL,2021-02-01,2481.0597314099414,1481.3830022955503,10049.274319836659,2930.550871315331
499,EL,2021-02-08,1569.6690741717762,2253.4173184563415,11618.943394008435,5183.968189771673
500,EL,2021-02-15,2833.112454885519,2240.4864830320107,14452.055848893953,7424.454672803684
501,EL,2021-02-22,3013.8829218276887,2462.559120553918,17465.93877072164,9887.013793357602
502,EL,2021-03-01,4341.476680880322,1550.151536143132,21807.415451601963,11437.165329500735
503,EL,2021-03-08,4343.949026758712,1220.6111545715305,26151.364478360672,12657.776484072265
504,EL,2021-03-15,2864.83311898561,1530.4007579372799,29016.197597346283,14188.177242009544
505,EL,2021-03-22,2334.7061850163714,2575.82988021251,31350.903782362653,16764.007122222054
506,EL,2021-03-29,3317.5989509789792,3176.7965208029245,34668.50273334163,19940.803643024978
507,EL,2021-04-05,7500.546948215548,2160.2052140375135,42169.049681557175,22101.00885706249
508,EL,2021-04-12,8149.691679809752,1108.329333264294,50318.74136136693,23209.338190326784
509,EL,2021-04-19,8053.7180116927975,1378.3561512198698,58372.459373059726,24587.694341546652
510,EL,2021-04-26,4724.718280851961,3641.6628531897695,63097.17765391168,28229.35719473642
511,EL,2021-05-03,7983.7926065662705,7219.277953718618,71080.97026047796,35448.63514845504
512,EL,2021-05-10,9162.85902077377,9127.322547374575,80243.82928125173,44575.95769582962
513,EL,2021-05-17,12052.732805184281,5466.244781834137,92296.56208643601,50042.202477663755
514,EL,2021-05-24,10974.612739671777,5599.966040230199,103271.17482610779,55642.16851789395
515,EL,2021-05-31,10745.468259976964,7757.465668212116,114016.64308608475,63399.634186106065
516,EL,2021-06-07,7797.54566026329,11406.704162357553,121814.18874634804,74806.33834846361
517,EL,2021-06-14,7846.945929795638,11101.243496680758,129661.13467614367,85907.58184514438
518,EL,2021-06-21,5673.819209940885,10992.13374178353,135334.95388608455,96899.71558692791
519,EL,2021-06-28,7325.663463346075,9922.568925970965,142660.61734943063,106822.28451289887
520,EL,2021-07-05,7218.79281415003,7441.453216918495,149879.41016358064,114263.73772981737
521,EL,2021-07-12,5214.280083201436,8571.492545877174,155093.6902467821,122835.23027569454
522,EL,2021-07-19,4714.5116906974035,7652.414292398284,159808.2019374795,130487.64456809283
523,EL,2021-07-26,3018.025267374878,7579.400787325543,162826.22720485437,138067.04535541838
524,EL,2021-08-02,2420.4825925858545,5187.672043785712,165246.7097974402,143254.7173992041
525,EL,2021-08-09,1325.5412454932168,3791.5896390981434,166572.25104293344,147046.30703830224
526,EL,2021-08-16,1870.483595518617,2821.310501918867,168442.73463845206,149867.6175402211
527,EL,2021-08-23,3005.5515826978717,2371.5488034079185,171448.28622114993,152239.16634362904
528,EL,2021-08-30,3744.866966800128,1379.4197264279312,175193.15318795005,153618.58607005698
529,EL,2021-09-06,3323.700514014703,1584.8856633327318,178516.85370196475,155203.4717333897
530,EL,2021-09-13,2901.4051787716,2268.736533295268,181418.25888073634,157472.208266685
531,EL,2021-09-20,1525.8292504640315,3050.240400650647,182944.08813120038,160522.44866733564
532,EL,2021-09-27,1162.4877024116577,2750.200236692132,184106.57583361203,163272.64890402777
533,EL,2021-10-04,1090.8269903667142,2205.4538084155856,185197.40282397874,165478.10271244336
534,EL,2021-10-11,1288.3814204606688,1418.8746348041927,186485.78424443942,166896.97734724756
535,EL,2021-10-18,1408.0429609747202,976.6325996063838,187893.82720541413,167873.60994685395
536,EL,2021-10-25,1277.437791346137,789.3407373095184,189171.26499676026,168662.95068416346
537,EL,2021-11-01,2040.5436735234612,972.0984105614884,191211.80867028373,169635.04909472493
538,EL,2021-11-08,2436.258958172106,1086.5167118919367,193648.06762845584,170721.56580661688
539,EL,2021-11-15,3005.374320163194,1033.412588345548,196653.44194861903,171754.97839496244
540,EL,2021-11-22,3230.143214133608,1482.231996540582,199883.58516275263,173237.21039150303
541,EL,2021-11-29,3622.0706783044193,1961.9137449835864,203505.65584105704,175199.12413648661
542,EL,2021-12-06,2884.873115011199,2482.8603455779767,206390.52895606824,177681.98448206458
543,EL,2021-12-13,2515.196763745894,2573.3575343341204,208905.72571981413,180255.3420163987
544,EL,2021-12-20,1550.655334925897,1609.5624740811857,210456.38105474002,181864.90449047988
545,EL,2021-12-27,1976.1227365790107,2553.672063377887,212432.50379131903,184418.57655385777
546,EL,2022-01-03,1546.2890788085908,2289.550886709182,213978.79287012763,186708.12744056695
547,EL,2022-01-10,2190.3585041467777,2086.7065693961836,216169.1513742744,188794.83400996315
548,EL,2022-01-17,1990.6955828508762,1664.9150329358456,218159.84695712526,190459.749042899
549,EL,2022-01-24,1246.6687471690473,1670.4008419037439,219406.51570429432,192130.14988480275
550,EL,2022-01-31,1200.4032256183548,1829.5825980436748,220606.91892991267,193959.73248284642
551,EL,2022-02-07,656.3378586592513,1931.098052771057,221263.25678857192,195890.83053561748
552,EL,2022-02-14,519.7150924587387,1274.4803058991572,221782.97188103065,197165.31084151665
553,EL,2022-02-21,377.34528829185615,1268.4720389343165,222160.31716932252,198433.78288045098
554,EL,2022-02-28,145.74712193283335,360.2907665345128,222306.06429125534,198794.0736469855
555,ES,2021-01-04,2639.1908124913607,0.0,2639.1908124913607,0.0
556,ES,2021-01-11,3179.2095826357704,12.879068965005821,5818.400395127132,12.879068965005821
557,ES,2021-01-18,1577.3901690703156,550.7893563621902,7395.790564197447,563.668425327196
558,ES,2021-01-25,532.5756992842186,1814.822650614648,7928.366263481666,2378.491075941844
559,ES,2021-02-01,440.45739793707577,2800.5362222335743,8368.82366141874,5179.027298175419
560,ES,2021-02-08,1122.6677656129455,1795.2420713548586,9491.491427031686,6974.269369530277
561,ES,2021-02-15,2161.5793287900806,709.9312114898197,11653.070755821765,7684.200581020096
562,ES,2021-02-22,3334.07320373221,368.0527764640254,14987.143959553976,8052.253357484122
563,ES,2021-03-01,3562.547802663086,780.5548199809965,18549.691762217062,8832.808177465118
564,ES,2021-03-08,2808.403947434637,1660.117482630476,21358.095709651698,10492.925660095594
565,ES,2021-03-15,1139.3919634356134,2128.7689710101363,22497.48767308731,12621.69463110573
566,ES,2021-03-22,3344.5649124724023,2139.5353318115917,25842.052585559715,14761.229962917323
567,ES,2021-03-29,4462.745285945965,1147.9378679571766,30304.79787150568,15909.1678308745
568,ES,2021-04-05,7557.072592694755,1069.683157579254,37861.87046420044,16978.850988453753
569,ES,2021-04-12,7225.400650807073,1332.1427800290085,45087.27111500751,18310.99376848276
570,ES,2021-04-19,5845.447285036911,2208.9441331087273,50932.718400044425,20519.93790159149
571,ES,2021-04-26,5818.751104682282,4526.887105791369,56751.46950472671,25046.82500738286
572,ES,2021-05-03,6913.163511315896,4534.892157023063,63664.63301604261,29581.717164405924
573,ES,2021-05-10,6534.692970897402,4110.808247353505,70199.32598694,33692.52541175943
574,ES,2021-05-17,6350.2915769663605,3673.188216480078,76549.61756390637,37365.71362823951
575,ES,2021-05-24,5562.612705057872,4293.62088474556,82112.23026896424,41659.334512985064
576,ES,2021-05-31,6673.833817840698,6243.821649064217,88786.06408680494,47903.15616204928
577,ES,2021-06-07,7763.636295261445,6859.109872951448,96549.70038206638,54762.26603500073
578,ES,2021-06-14,7716.094023457062,6346.678846006689,104265.79440552344,61108.94488100742
579,ES,2021-06-21,6888.079327290059,9066.90891823553,111153.8737328135,70175.85379924295
580,ES,2021-06-28,7254.556023464076,9747.203059607062,118408.42975627758,79923.05685885
581,ES,2021-07-05,6161.812656279664,9748.164341821475,124570.24241255724,89671.22120067148
582,ES,2021-07-12,5913.784943295124,8039.875000353879,130484.02735585236,97711.09620102536
583,ES,2021-07-19,5653.150700698677,6840.192684055018,136137.17805655103,104551.28888508037
584,ES,2021-07-26,5745.68520555404,5107.894527016826,141882.86326210506,109659.18341209719
585,ES,2021-08-02,5342.624854819976,4495.665504550415,147225.48811692503,114154.8489166476
586,ES,2021-08-09,5570.970578552879,4532.904098641162,152796.45869547792,118687.75301528876
587,ES,2021-08-16,3937.8788587505455,5036.888518348046,156734.33755422846,123724.64153363681
588,ES,2021-08-23,2851.5243210527105,5002.704900261794,159585.86187528117,128727.34643389861
589,ES,2021-08-30,2063.9447464279083,5302.916504886038,161649.80662170908,134030.26293878464
590,ES,2021-09-06,1480.2689747918844,3596.038452471693,163130.07559650097,137626.30139125633
591,ES,2021-09-13,936.2804260081643,2501.2901252400725,164066.35602250914,140127.5915164964
592,ES,2021-09-20,666.2171668777892,1562.2779675764368,164732.57318938692,141689.86948407284
593,ES,2021-09-27,477.0706304114114,1093.9222583396725,165209.64381979834,142783.79174241252
594,ES,2021-10-04,365.16259169628773,595.2618632049353,165574.80641149462,143379.05360561746
595,ES,2021-10-11,288.48607431653784,415.8168826255824,165863.29248581117,143794.87048824303
596,ES,2021-10-18,303.3426381226273,360.4533651997331,166166.63512393378,144155.32385344277
597,ES,2021-10-25,271.52314047138833,271.947794812262,166438.15826440518,144427.27164825503
598,ES,2021-11-01,201.49531568233266,194.4473212487271,166639.65358008753,144621.71896950377
599,ES,2021-11-08,239.69941740382222,208.80739863638212,166879.35299749134,144830.52636814016
600,ES,2021-11-15,292.4093733762517,218.7962828336504,167171.7623708676,145049.3226509738
601,ES,2021-11-22,396.8088472781156,189.78879974809752,167568.57121814572,145239.1114507219
602,ES,2021-11-29,516.8064455514753,261.64834251495176,168085.3776636972,145500.75979323685
603,ES,2021-12-06,359.413912783266,224.766796103845,168444.79157648046,145725.5265893407
604,ES,2021-12-13,2371.187443820449,298.07565667089506,170815.9790203009,146023.6022460116
605,ES,2021-12-20,1921.2566624780115,258.1306834226396,172737.2356827789,146281.73292943425
606,ES,2021-12-27,1117.255007297928,220.14630335015937,173854.49069007684,146501.8792327844
607,ES,2022-01-03,1203.6098407749043,214.22015695139925,175058.10053085175,146716.0993897358
608,ES,2022-01-10,1657.8716738526214,305.1701306840987,176715.97220470436,147021.2695204199
609,ES,2022-01-17,1000.0694235902542,228.2443137410496,177716.04162829462,147249.51383416096
610,ES,2022-01-24,383.0339900517643,172.81318965396673,178099.0756183464,147422.32702381493
611,ES,2022-01-31,182.08375307562767,130.31395223597835,178281.15937142202,147552.6409760509
612,ES,2022-02-07,163.3820604118758,718.3503535215697,178444.5414318339,148270.99132957245
613,ES,2022-02-14,144.35078527461,774.618110041419,178588.8922171085,149045.60943961388
614,ES,2022-02-21,97.00499532943607,454.8639549043288,178685.89721243794,149500.4733945182
615,ES,2022-02-28,22.97147586228811,138.23872055745747,178708.86868830022,149638.71211507564
616,FI,2020-12-28,2.8233801942051207,0.0,2.8233801942051207,0.0
617,FI,2021-01-04,2288.820210768954,0.0,2291.643590963159,0.0
618,FI,2021-01-11,4384.4198641447365,0.32577463779289856,6676.063455107896,0.32577463779289856
619,FI,2021-01-18,5725.272076118326,537.0575889925814,12401.335531226221,537.3833636303742
620,FI,2021-01-25,4453.773664812642,1590.3955845229536,16855.109196038862,2127.7789481533277
621,FI,2021-02-01,2421.3380939867066,3618.306507601768,19276.447290025568,5746.085455755096
