,true,pred,resid
2178,0.0,16.03984040132528,16.03984040132528
217,2.6122939238564054,18.290943034469976,15.67864911061357
254,0.1870104820813744,15.587820961595598,15.400810479514224
220,2.239109077591204,17.254809562618533,15.01570048502733
226,1.5708478412558449,16.457755403493966,14.886907562238122
1204,0.980296587887582,15.433770509757423,14.453473921869842
295,3.121636508589104,17.308397227180578,14.186760718591474
2670,0.0,14.024849942742296,14.024849942742296
1455,1.5775350453421002,15.560930832326246,13.983395786984145
3158,1.1655114667388762,15.145850740274208,13.980339273535332
1461,2.468797782823513,16.398357857839112,13.9295600750156
251,0.1150833735885384,13.976652861385721,13.861569487797183
1452,0.6699324910068615,14.359039685249513,13.689107194242652
1820,0.9467331662785732,14.559021678971854,13.612288512693281
840,1.9578334203195285,15.477619006500051,13.519785586180522
298,3.323032412369046,16.47166379545741,13.148631383088365
2153,20.646759749141864,7.554359222032417,13.092400527109447
3523,4.151038642352713,17.149750708649293,12.99871206629658
221,1.926675252811036,14.711630624679463,12.784955371868428
247,0.15823963868424,12.879936041518775,12.721696402834535
1611,0.8495806244847496,13.540896158680479,12.691315534195729
227,2.022141143716088,14.692762501054274,12.670621357338186
2671,0.7773571411913776,13.3916128080506,12.614255666859222
3280,1.836633945610181,14.371501883748751,12.53486793813857
3159,0.9324091733911012,13.25613339903173,12.32372422564063
282,0.3164792773684804,12.547687549832043,12.231208272463562
2667,0.971696426489222,13.064795938740456,12.093099512251234
2424,1.7568853935742714,13.699262784060043,11.94237739048577
1462,2.9025456483978007,14.783986362657524,11.881440714259723
712,2.28336551628211,14.12275207011491,11.8393865538328
1608,0.2047182227674093,11.929922729387455,11.725204506620045
291,1.4673130132538643,13.079955670410655,11.61264265715679
1691,2.425910939793804,13.993774566250032,11.567863626456228
1606,0.0614154668302227,11.607569146852255,11.546153680022032
343,5.2075226548813625,16.748171248988402,11.54064859410704
1490,0.1971334334606896,11.694161557857333,11.497028124396643
2493,2.3064725385613376,13.752833059314648,11.446360520753311
2915,1.2668651422056116,12.648229791465397,11.381364649259785
1767,0.684870801137691,11.627927483492275,10.943056682354584
299,4.718418317130073,15.647267740583375,10.928849423453302
1948,1.09849670725612,11.984688106322794,10.886191399066675
96,4.314090989571584,15.197126756115471,10.883035766543887
256,0.5466460245455571,11.415062557939995,10.868416533394438
1330,0.7963380034937518,11.607576370904411,10.81123836741066
1206,0.9929728368688868,11.76808423149744,10.775111394628553
1200,0.3253570571868264,11.100258538386939,10.774901481200112
2672,0.3886785705956888,11.150727975410893,10.762049404815205
3651,2.8399341648294127,13.580744377977767,10.740810213148354
1822,0.4431516948538002,11.17982969121529,10.73667799636149
831,1.0647865970158836,11.783886123562487,10.719099526546604
2423,0.4791505618838921,11.179527848790682,10.70037728690679
2666,0.1943392852978444,10.727159957628855,10.53282067233101
903,2.106885301164205,12.636563526638309,10.529678225474104
2912,1.0060399658691626,11.441464037556372,10.43542407168721
1577,8.92028786409621,19.298476066585575,10.378188202489365
1151,2.431727096246997,12.782447431039273,10.350720334792276
582,6.442901909202961,16.761244949115454,10.318343039912493
3592,4.782082690454688,15.088576575963867,10.306493885509179
3398,0.2904840616720898,10.589749525290761,10.299265463618672
3587,3.059800035654915,13.349416131378806,10.289616095723892
289,8.228461211580495,18.39878457630579,10.170323364725295
246,2.5749904840435462,12.716548110013909,10.141557625970362
1612,0.409436445534819,10.457737385811324,10.048300940276505
463,1.1261197853615688,11.165538040053532,10.039418254691963
3123,0.4759171822517078,10.50584346693918,10.029926284687471
1078,5.952289322311336,15.922666477829063,9.970377155517728
257,3.107251086890536,13.073238691243233,9.965987604352698
1487,0.1478500750955172,10.100909201221826,9.953059126126309
321,1.06452120569398,11.000056152451418,9.935534946757437
2793,1.4361555609235854,11.37044786245657,9.934292301532984
3489,2.3379413043135973,12.26894801090185,9.931006706588253
1651,6.417916283758292,16.346273871320594,9.928357587562303
1652,5.691166592933986,15.618901219377825,9.92773462644384
1075,5.886982072693501,15.808235451764519,9.921253379071018
2206,0.0,9.91628809081028,9.91628809081028
1642,8.925714512659058,18.80344841880428,9.877733906145222
1703,1.576330315309054,11.450789593666432,9.874459278357378
279,2.920240604809161,12.7704070589739,9.85016645416474
2496,4.717784737966372,14.509937143709628,9.792152405743256
346,4.042303497297411,13.828491389104517,9.786187891807106
490,0.0,9.781600111523238,9.781600111523238
1080,3.228044052538749,12.949069863178819,9.72102581064007
173,3.2718764428367604,12.988973564601144,9.717097121764384
258,0.2877084339713455,9.990937175384795,9.703228741413449
1936,0.27462417681403,9.868543612602211,9.593919435788182
259,0.1438542169856729,9.714582294523119,9.570728077537446
3528,0.9542617568626924,10.524274875446979,9.570013118584287
2862,0.3167162855514029,9.88350232155842,9.566786036007018
322,4.027918075598843,13.592111076344018,9.564193000745174
1626,0.2354259561825208,9.79500850684877,9.55958255066625
3368,1.2684470693014602,10.82729502893439,9.55884795963293
3525,2.1470889529410586,11.695305218965506,9.548216266024447
278,1.898875664210883,11.415748384533956,9.516872720323072
3192,0.8691676136972122,10.385650433570145,9.516482819872934
3436,0.3817047027450769,9.888714312340348,9.50700960959527
1538,2.365601201528277,11.850483221973635,9.484882020445358
2271,3.1495048477321768,12.632338160850692,9.482833313118515
2218,0.2147389668908298,9.693320683455134,9.478581716564305
2949,0.4610342056293696,9.9369510652802,9.47591685965083
274,3.0640948217948343,12.518954750720548,9.454859928925714
533,7.172287030999523,16.604026475056664,9.43173944405714
1662,3.111716986064625,12.543135854820449,9.431418868755824
354,2.4311362670578736,11.845712658930045,9.414576391872172
318,3.366188677464747,12.744641152681082,9.378452475216335
3488,2.433367479999866,11.775318774244523,9.341951294244657
174,2.586257771791391,11.879932422850203,9.293674651058812
315,1.3090733745696237,10.579319066161634,9.270245691592011
350,0.6473439764355284,9.903479090853565,9.256135114418036
1667,3.951061699411005,13.190922520031119,9.239860820620114
1032,1.399441063239342,10.637801494827325,9.238360431587983
3032,5.150410697173818,14.353406132986311,9.202995435812493
1641,7.195845530274447,16.374204983435117,9.17835945316067
283,5.797324944522622,14.951041698917203,9.153716754394582
781,1.6143538728950495,10.762526450759633,9.148172577864583
1675,1.3204325368497911,10.435609372182718,9.115176835332926
962,1.95639349393819,11.058649326600811,9.102255832662621
1694,9.345386869332248,18.431589688113284,9.086202818781036
1613,0.327549156427855,9.377178484827368,9.049629328399513
309,4.171772292584516,13.208397262752287,9.036624970167772
2066,4.055901489245205,13.08278036269985,9.026878873454645
1539,2.9570015019103457,11.911626678931482,8.954625177021136
581,2.936242669796415,11.862336602396816,8.926093932600402
3552,0.0,8.920552421188853,8.920552421188853
2859,0.4098681342429919,9.320984532725403,8.911116398482411
2636,0.7773571411913776,9.66839295172878,8.891035810537403
177,1.8659242313260036,10.736179484532336,8.870255253206333
324,1.8413339774166135,10.710248665772738,8.868914688356124
2053,0.4594117437177284,9.258969612603877,8.799557868886149
3553,0.0,8.77895858291316,8.77895858291316
1483,0.2217751126432758,8.988341599686693,8.766566487043418
1104,0.0,8.765919089088165,8.765919089088165
2921,0.614802201364488,9.348717470987623,8.733915269623134
266,0.4603334943541529,9.1695157912566,8.709182296902448
331,4.114230605790247,12.807667190585066,8.693436584794819
218,2.4560770114663213,11.056686105393334,8.600609093927012
183,2.091570882556125,10.686854909051041,8.595284026494916
1025,5.103295077279468,13.672822172572639,8.569527095293171
555,2.234910821915105,10.789556278148448,8.554645456233342
2555,3.4072889774201576,11.94858658344263,8.541297606022471
578,0.8135449435423183,9.334256541387502,8.520711597845184
2622,0.971696426489222,9.429703743957086,8.458007317467864
1074,5.019328613485107,13.47440532785349,8.455076714368381
3187,0.0103472334963953,8.440031770258129,8.429684536761734
1517,2.685943030901897,11.107073961932006,8.42113093103011
263,0.2445521688756435,8.641613745867131,8.397061576991488
495,0.2057240087118505,8.588425752225396,8.382701743513545
3435,1.001974844705827,9.350193259876404,8.348218415170576
2736,2.6425262320993976,10.970651648983356,8.328125416883958
3484,1.813097338039116,10.140807171809966,8.32770983377085
1578,8.47673763880966,16.786711551645148,8.309973912835488
1480,0.3203418293736206,8.608338393591845,8.287996564218224
1684,3.592804809568038,11.872660543575899,8.27985573400786
2144,0.0,8.279229433013029,8.279229433013029
272,0.8631253019140377,9.13541923866896,8.272293936754924
1491,0.3449835085562068,8.612015549098292,8.267032040542086
1450,0.3773012255337978,8.594717151288462,8.217415925754665
178,1.544811689190831,9.759288954938185,8.214477265747353
1681,0.0818872891069636,8.281022304911374,8.19913501580441
1886,0.0,8.166292954365195,8.166292954365195
612,0.0,8.156763565055513,8.156763565055513
1513,0.2217751126432759,8.373159983326119,8.151384870682843
3550,0.0183221559021252,8.129166308492913,8.110844152590788
1786,0.7453005777086638,8.854870013773802,8.109569436065138
3188,0.212118286676105,8.309372881100854,8.097254594424749
358,1.6399380736366722,9.736911703089804,8.096973629453132
1672,0.4708519123650418,8.551532107011619,8.080680194646577
1566,2.193109447250173,10.26998697639915,8.076877529148977
1647,5.015596457801535,13.051103677942123,8.035507220140587
2981,0.4768410926795196,8.504631810376923,8.027790717697403
