,true,pred,resid
1206,955.5715642495476,689118.3256169481,688162.7540526985
3267,1475.3602880835365,689134.5393830928,687659.1790950092
2029,1319.0331535658536,688608.0067038266,687288.9735502608
3397,1013.5763535903706,685274.9735067058,684261.3971531155
1442,1166.209864804949,684840.1919830444,683673.9821182394
2425,992.001379953621,683641.9499744244,682649.9485944709
173,1251.2627533751534,683564.4550870435,682313.1923336684
463,513.2853981678024,682380.154548517,681866.8691503492
3394,998.6164244142576,682690.5490609561,681691.9326365419
3398,1015.8130808652456,681808.3136693654,680792.5005885002
2543,1352.2743653924308,681884.3254367146,680532.0510713222
1656,1029.3641677190888,678390.2338070984,677360.8696393793
1551,1378.258400040413,677663.8748143719,676285.6164143315
3400,1024.6341135380217,677248.4918423652,676223.8577288272
1830,873.1095551562713,676485.2915372225,675612.1819820661
1553,1392.5505739663126,676585.4888893774,675192.9383154111
1546,1252.2901360590322,675441.5781392024,674189.2880031434
2290,1232.3153513308448,675189.2057594929,673956.8904081621
2423,969.6410203990392,673254.7704421531,672285.129421754
3156,1256.6156130556324,671342.816959813,670086.2013467574
1078,1267.7909776168738,670512.1385444603,669244.3475668434
1706,1667.849596797224,669670.4902219496,668002.6406251524
2542,1300.6408324269096,668870.2206067456,667569.5797743186
2419,941.0517035399664,662798.9625697702,661857.9108662303
3611,1239.7686791173046,662242.4200610725,661002.6513819551
3265,1417.6382460238942,659237.4177979651,657819.7795519412
3389,977.0625070381884,657020.9389676397,656043.8764606015
3146,1169.367367174671,655128.0951991942,653958.7278320194
346,1806.9240487136412,653901.5659055061,652094.6418567925
3268,1510.401194319079,652726.3368551156,651215.9356607965
543,1137.3264799808562,651999.6746622397,650862.3481822589
174,1271.7532050503194,651910.8414770354,650639.0882719851
544,1212.6775737172245,651715.7036219744,650503.0260482572
461,497.0692732585961,650978.7723586975,650481.7030854389
3395,1000.3980599925133,650592.3503284949,649591.9522685024
3026,1432.3384355681524,650977.6643500263,649545.3259144581
1444,1176.3524347574871,650468.936461534,649292.5840267765
3261,1365.4571475015723,650387.0932361898,649021.6360886883
1545,1221.5373204391644,649520.5772294675,648299.0399090283
3488,1298.463972563069,648139.1544895957,646840.6905170326
3257,1311.2479912139572,647417.0216739285,646105.7736827146
2285,1139.762856600897,645878.6023745494,644738.8395179485
468,549.3212312993725,643723.786348548,643174.4651172486
1175,1129.2995565383324,642292.2252603024,641162.9257037641
1703,1616.8542875058624,640626.9681815502,639010.1138940443
3014,1294.707870022498,640219.0296924921,638924.3218224696
1075,1180.363229592768,639588.9076888446,638408.5444592518
3487,1282.4800881356189,638617.957937485,637335.4778493494
2025,1232.8146474145651,636518.8274969546,635286.01284954
3148,1192.9786869716895,634227.7431731756,633034.7644862039
3254,1225.748800833242,634101.5560871608,632875.8072863276
3144,1161.451601796403,633100.4876345325,631939.0360327361
1089,1546.67159269921,632868.6108939811,631321.9393012818
1174,1126.043873258301,632179.811603388,631053.7677301298
354,1478.6918818174304,632453.2252438265,630974.5333620091
291,327.78621882355446,628174.1576226348,627846.3714038113
948,805.432152273631,627961.6041332092,627156.1719809356
3260,1332.630549234258,628213.9163491678,626881.2857999336
1173,1121.9431067128487,627200.8269777395,626078.8838710266
949,835.2295301043819,626515.3349861611,625680.1054560567
3011,1253.5098534074575,626438.3169817632,625184.8071283557
3263,1376.4200413910037,626488.1771638241,625111.757122433
3021,1358.6282867721286,625923.3890826957,624564.7607959235
179,1336.6092598442688,623488.5916480963,622151.982388252
1178,1149.3829603410463,621804.7511045927,620655.3681442516
2276,1030.0312445196837,621242.9415742398,620212.9103297201
3007,1205.027496343473,621253.1144013699,620048.0869050265
3016,1296.7601308578423,620216.1304229507,618919.3702920929
288,620.1986856903318,618845.3899621392,618225.1912764489
3020,1343.5616889321605,619371.607096101,618028.0454071689
2172,1174.2844607324444,618544.0376955774,617369.7532348449
177,1312.0745258816712,616835.2961113254,615523.2215854437
289,696.9736812955856,616072.9999172234,615376.0262359277
1436,1112.9732560572882,615376.8392836673,614263.86602761
176,1297.416172269068,613967.7849721247,612670.3687998557
3006,1186.8047900558252,612837.7368781487,611650.9320880929
2413,916.4553080299264,612082.9734977462,611166.5181897163
175,1289.275535390074,612328.9890042349,611039.7134688448
3147,1177.8367504996402,611290.9171879912,610113.0804374915
2281,1103.3646017129015,610369.8745738837,609266.5099721708
2174,1192.3503755129436,609403.6938007318,608211.3434252188
2168,1156.218545951945,609358.3183851498,608202.0998391978
538,864.7889238941797,606529.8590938892,605665.0701699951
3253,1200.9826974596194,605313.9639072178,604112.9812097582
599,1067.67955194059,604903.4285869504,603835.7490350098
1467,794.230963251811,603203.7140819324,602409.4831186807
712,964.3870610682196,603343.7000282187,602379.3129671505
3042,1851.076045932497,603942.5435108962,602091.4674649637
3606,1000.4630008796466,601197.6302854174,600197.1672845378
3010,1249.958572783524,597701.3860613042,596451.4274885207
3251,1147.0270483926658,595977.3758922243,594830.3488438316
2416,920.9273799408428,595219.6830851206,594298.7557051798
3043,1875.9297413376823,595612.7876961591,593736.8579548214
178,1322.9055651407168,594394.9057677423,593072.0002026015
2171,1169.1227707951589,594016.1698820197,592847.0471112246
1084,1401.76413540432,592727.015729087,591325.2515936827
1424,1022.6036707903604,589546.1335904164,588523.5299196261
460,488.2855389327759,587683.5800269326,587195.2944879999
1426,1041.4360524333424,587954.4497018063,586913.013649373
1425,1032.7180174228786,585380.2517975495,584347.5337801267
2412,904.3168271288675,584841.1861333732,583936.8693062443
1074,1141.3281535354786,584964.5586679186,583823.2305143831
3290,2234.6920182165104,585808.3847658528,583573.6927476363
1171,1103.5562075654657,584343.5073367235,583239.951129158
2536,1085.7195276973296,583206.4027875714,582120.6832598741
1157,876.4274037347697,582374.7663588953,581498.3389551606
1073,1107.760227231911,575786.2195616997,574678.4593344678
3246,1035.0906764286606,575366.1343177666,574331.043641338
457,476.9117291006244,574089.6616031388,573612.7498740382
2170,1156.218545951945,574355.286167479,573199.067621527
3046,1917.6836334806528,574952.6517416792,573034.9681081985
361,1015.466917701865,573463.7441557692,572448.2772380674
2164,1102.0208016104475,573062.1605349848,571960.1397333744
3376,925.869532569508,572694.380029752,571768.5104971825
3528,1076.5026879168086,572762.8610367578,571686.358348841
3484,1227.4191847646407,571500.3151436779,570272.8959589133
1421,967.7048570372976,570980.8142863931,570013.1094293558
2163,1102.0208016104475,570206.1365703682,569104.1157687578
2271,919.5838358821658,569481.1027646821,568561.5189288
3244,955.908472097495,569031.1819915771,568075.2735194797
2778,721.8060402979521,567205.1946156374,566483.3885753395
1431,1075.0218032574342,567428.6103127802,566353.5885095228
93,920.7326225269244,566898.8719761192,565978.1393535923
2166,1102.0208016104475,566857.5321788025,565755.5113771921
358,1000.2183707013836,565588.5300659393,564588.3116952379
1070,1053.4992324065772,564080.1684291535,563026.6691967469
1539,1002.1524506765994,564009.7754090587,563007.6229583821
2016,1023.0814496110488,563910.8543182369,562887.7728686259
3374,920.0792169401776,562812.2367059371,561892.1574889969
2538,1124.090843566123,561407.4759694868,560283.3851259206
1427,1053.3121284102822,558438.5437633267,557385.2316349164
3047,1947.0633675445308,558531.8413759186,556584.778008374
2404,874.7692091460274,556919.3165517045,556044.5473425585
1822,594.5484284229437,553592.8821458445,552998.3337174216
1642,425.0564459319724,552667.4283629231,552242.3719169911
1717,893.9532992695856,553105.6332184279,552211.6799191583
87,872.2665065659568,552693.679997709,551821.413491143
2398,838.6732001507739,552655.15255341,551816.4793532593
3129,1021.6387887655194,551635.626781141,550613.9879923755
2781,731.3478578447284,550869.2230877054,550137.8752298607
3604,877.9610665180371,550190.6104273576,549312.6493608395
3482,1199.984159254838,549264.9647637346,548064.9806044798
1718,899.4192758174754,547976.4075555257,547076.9882797082
1813,776.4823424192857,547066.2755461427,546289.7932037234
283,342.631974016476,546500.8963766403,546158.2644026239
3368,875.5383274837907,546999.4466204426,546123.9082929587
840,358.7128653527544,545551.1713997817,545192.458534429
2775,704.6985552562302,543839.2202578918,543134.5217026356
2272,945.2451424256204,543333.0407344376,542387.795592012
1811,759.8037240856971,542436.6204754874,541676.8167514018
2018,1067.9797257908788,541267.3657709336,540199.3860451427
1071,1072.1397873689257,538583.7060459611,537511.5662585922
2671,643.2630343358633,534162.7540126533,533519.4909783173
2011,891.962990594735,534007.0592670855,533115.0962764908
1537,961.0994131584108,533686.0959042176,532724.9964910592
1538,982.6115990848084,532956.9499022875,531974.3383032026
3132,1049.436237247241,532447.0864221465,531397.6501848993
450,430.85342987933655,531254.0117824711,530823.1583525918
2989,621.3423851296395,530183.1384509549,529561.7960658253
1808,724.2508722031083,529263.0964530301,528538.845580827
3479,1125.5517422195471,527366.294601309,526240.7428590894
1163,1036.6361764849926,526744.9626442239,525708.326467739
1159,966.3506012999836,526654.3137845705,525687.9631832705
3130,1038.7426695399122,522996.7218248319,521957.979155292
3369,885.6471728299794,522633.86328637577,521748.2161135458
279,288.4708613213701,521850.1516012067,521561.6807398853
1161,996.2116184836112,522370.26092576317,521374.0493072796
2399,851.6102653216392,521877.1562298353,521025.5459645137
942,717.2439532391859,521295.29139393015,520578.047440691
2530,994.1945037807814,521282.3695111698,520288.175007389
449,426.9120106305711,520034.7131062606,519607.80109563
2670,640.7366236269913,520142.8891015914,519502.1524779644
1536,940.425044324221,518766.5269809108,517826.10193658655
2529,977.367738215368,517558.5162720278,516581.14853381243
1532,844.5196289455954,516712.6773899989,515868.1577610533
1068,1017.1790720119718,516689.2927319821,515672.1136599701
1533,868.9148913363556,516249.6689053269,515380.7540139906
3481,1168.875225981114,515139.1494004756,513970.2741744945
2772,690.1014701350026,512960.1848751434,512270.0834050084
2770,687.8323443487432,512817.9021577014,512130.06981335266
2155,1047.8230572689504,513094.2912289795,512046.4681717105
1080,951.6292526098414,512501.64282046055,511550.0135678507
2157,1047.8230572689504,511907.6424294862,510859.8193722172
88,878.9061622295943,511078.6341143362,510199.7279521066
274,235.00024886779545,508428.1341641264,508193.13391525863
3544,601.5666115262449,508271.0630098548,507669.49639832857
238,519.3084103714141,507884.2769265097,507364.96851613827
2313,1114.6741873024853,508241.5180553153,507126.84386801283
3235,707.2592775623655,507109.63144057535,506402.372163013
239,520.5928605399547,506823.3291785063,506302.7363179663
270,206.12870751877085,504401.3691041442,504195.2403966255
1064,949.3901469086576,504726.5388298927,503777.14868298406
3475,954.595748477596,504547.6541103203,503593.0583618427
266,173.34433146773594,503645.9778325117,503472.63350104395
240,522.0855999250156,503605.35529413295,503083.26969420793
1582,1256.2081630490618,504285.30596512544,503029.0978020764
282,275.6390651662481,503139.75705381006,502864.1179886438
1641,369.6392230288346,502186.2820573877,501816.64283435885
278,261.13856009409227,501031.4981282751,500770.359568181
2667,623.0517486648876,500933.4201609738,500310.3684123089
3125,993.4819742482192,498299.9520066226,497306.47003237443
3123,986.5568936166792,495725.08005752147,494738.5231639048
263,154.3987310907228,494283.52495413687,494129.12622304616
2153,980.7210880842392,494496.4356302804,493515.7145421962
259,132.70551516928336,493463.421241608,493330.7157264387
1067,999.826002827804,493429.4254773778,492429.59947455
1637,264.9770316389965,491252.1111314295,490987.1340997905
3366,860.9366619837405,491546.6866371981,490685.74997521436
3543,599.8012272760488,491126.5805448234,490526.77931754733
3121,968.4526155000016,488438.90728291415,487470.45466741413
168,1174.343281457747,487681.2624404583,486506.91915900056
700,813.8761192564167,486614.2394285925,485800.36330933607
258,131.32451468622088,485650.95535621914,485519.6308415329
2149,867.1639094639588,485979.091016733,485111.927107269
2525,924.7382284718316,485188.95971815917,484264.22148968733
1417,896.4587992409294,484873.43233516376,483976.9735359228
254,102.97084851834472,484024.30127436743,483921.33042584907
257,127.05204444174638,483042.64118661155,482915.5891421698
2519,813.4509284862469,483484.28773920296,482670.8368107167
3230,589.3784199546811,481125.12472547014,480535.74630551547
166,1098.7690107303663,480880.594057996,479781.8250472656
272,223.16104680987456,479953.2641275879,479730.10308077803
80,834.7316680342932,478441.14357479074,477606.41190675646
1061,904.8412730622052,477504.2039994128,476599.3627263506
705,853.6071602013931,476911.41235304845,476057.80519284704
940,697.379034685352,475664.10058321623,474966.72154853086
2996,804.0594615046717,475625.9364332634,474821.8769717587
233,515.2294132145619,471125.8919826319,470610.6625694173
76,817.7786385987113,469533.1571935496,468715.37855495093
3540,592.787403363108,468911.91185116407,468319.124447801
1632,210.6345794053877,466746.829096719,466536.1945173136
70,781.8615841881375,466690.3582132664,465908.4966290783
605,720.3239143219354,466566.07904689846,465845.7551325765
1805,707.6729701638046,466298.6108561041,465590.9378859403
256,106.52404767789082,464694.81958739465,464588.2955397168
3355,729.1827744113361,465116.63164540596,464387.4488709946
1803,695.2445794490412,462410.0466405389,461714.80206108984
3539,590.3063227952649,461936.0743941305,461345.7680713352
1057,855.9914503480645,461963.53297220013,461107.5415218521
3364,840.825482113976,461493.92924148997,460653.103759376
937,680.2229686615862,460970.30689016514,460290.08392150357
2266,812.5722507149018,460894.53615942237,460081.9639087075
2666,617.9989272471437,458854.47282568517,458236.47389843804
69,777.9856430646944,457573.7086579863,456795.7230149216
2768,678.2330805795298,455578.93530032196,454900.7022197424
718,995.7120944701056,454597.40222959465,453601.69013512455
1624,170.74523369915804,453341.50364124426,453170.7584075451
1623,170.6940541434662,451936.8748266412,451766.1807724977
350,472.2302380988687,451202.438755442,450730.2085173431
2658,596.2329272937852,449754.9940238385,449158.7610965447
1618,138.99343734793285,448448.0237286844,448309.0302913365
1647,383.0175588866848,447976.4518352215,447593.4342763348
929,619.7252621567283,447952.51658237865,447332.7913202219
73,802.6119124634987,447367.92254264135,446565.31063017785
2010,376.863501460594,446178.94456608297,445802.0810646224
602,715.2649739258848,445334.55858937965,444619.29361545376
691,760.8585122477664,445259.2973254791,444498.43881323136
695,784.4184195284568,444838.41787234583,444053.99945281737
1620,150.4986014674612,442474.7895903456,442324.2909888781
3536,584.9624569568338,442351.095486816,441766.13302985916
1616,126.33161526976852,440261.76905666705,440135.4374413973
170,518.9786191119242,440602.3172360483,440083.33861693635
2189,753.6067308436787,440140.08572265354,439386.4789918099
251,42.6240044928549,438138.0129292177,438095.3889247249
534,728.9736737791382,438474.5644899706,437745.5908161915
697,795.4925619218,435808.4911202692,435012.99855834735
685,735.6320727893154,435331.78130674275,434596.14923395345
443,350.2232532474482,434061.15506795346,433710.931814706
1053,811.7877719638781,433942.9340176581,433131.14624569425
2381,621.4582787634082,432388.8541403013,431767.3958615379
1801,675.9876239817579,431282.67529785784,430606.68767387606
1611,92.7271190024982,430229.0433131254,430136.3161941229
1626,171.9735430357625,430114.0024134942,429942.0288704585
2663,608.6706415528472,430360.45634021354,429751.7856986607
67,764.7737394091314,430053.8924712196,429289.1187318105
2310,1075.0906377389424,429912.8472459017,428837.7566081628
2664,613.3347843999954,428197.40486131527,427584.07007691526
162,910.4148079747004,428386.6325957409,427476.2177877662
533,679.936550975277,427562.31496606924,426882.378415094
1055,838.2185488449252,427680.77132630826,426842.55277746334
2004,693.1785471214265,426920.2028686672,426227.0243215458
693,774.516621199556,425535.403946064,424760.88732486445
2516,730.6800162501479,425164.96014782693,424434.28013157676
3363,832.4111271275412,424753.8325919622,423921.42146483465
927,590.3793597476554,424426.8175794839,423836.4382197363
1800,672.4826969406414,423707.70822791714,423035.2255309765
442,338.8494434152963,422168.278817836,421829.4293744207
1407,699.2357243773547,421534.9372570759,420835.7015326986
1412,810.7713142215705,421010.9072339415,420200.13591971993
1411,789.8103000739032,419620.3295235926,418830.5192235187
2760,647.0397817962693,418935.4370577624,418288.3972759661
246,16.816557965625172,418036.1837363779,418019.36717841227
932,632.7428034817785,416939.7138698936,416306.9710664118
682,714.9675547467541,414832.63112804387,414117.6635732971
926,584.8864087839056,413830.17800545547,413245.29159667157
3291,1286.5646657083057,414021.1326375703,412734.56797186204
2653,566.1103380726195,411849.01902260724,411282.9086845346
247,36.337575210580994,411024.87643191166,410988.53885670105
1613,99.32928168674717,410849.18940667144,410749.8601249847
532,631.2080141844837,411316.68479918886,410685.4767850044
2514,691.0506244512302,409365.22727882856,408674.1766543773
925,573.1480478202766,406605.6426012716,406032.49455345137
1052,804.2307902223854,404363.85906528775,403559.62827506533
2144,727.7982811572512,404274.55586271925,403546.757581562
2655,579.3254094728728,404007.6465829112,403428.32117343834
1795,662.3103512178611,403755.4726670818,403093.16231586394
1047,707.1095804335752,402875.1258186338,402168.01623820025
2073,505.34788803391393,401461.7102013418,400956.3623133079
678,675.3206820935841,400523.81764660863,399848.49696451507
3354,692.3009813810364,399535.7084595707,398843.4074781897
1474,407.40659536802406,399116.08751094603,398708.68091557804
2140,831.0320799029605,399450.1004445643,398619.06836466136
2138,831.0320799029605,398925.1082120965,398094.07613219356
831,301.5750426386923,396649.18589841947,396347.6108557808
1475,409.2084315356323,395072.20812236425,394662.9996908286
2384,660.5889079839263,394798.4723960945,394137.8834881106
1609,66.14445777615003,394092.03619630187,394025.8917385257
2672,462.72183829416633,394159.1290928564,393696.40725456225
2512,632.8121928525563,394259.41170221264,393626.5995093601
2648,546.870748828133,394061.4764131289,393514.6056643008
2382,639.5062832610349,394075.2011933722,393435.69491011114
3664,677.1502378307455,392036.2738695936,391359.12363176286
1044,631.3998189123265,391018.6826626141,390387.2828437018
680,704.3226706416222,391038.67525190004,390334.3525812584
2650,550.563195248792,390624.9495081252,390074.3863128764
2677,711.0874449048107,390507.5130216516,389796.4255767468
63,713.6225511916329,389550.7913216452,388837.16877045354
1612,69.39947751815187,387734.5551229738,387665.15564545564
1702,402.8240469394318,387329.7539423261,386926.9298953867
2256,491.2511765905894,387191.0307166787,386699.77954008814
1608,43.31837593758387,385608.15747112944,385564.83909519186
2643,530.1575702925185,385821.71226382774,385291.5546935352
52,559.764540508865,385472.1652520742,384912.40071156534
1226,422.0683860815294,384775.4281748136,384353.3597887321
3360,805.3476953817582,380788.07354262844,379982.7258472467
665,499.1504353226137,380400.3654095708,379901.2149742482
2645,531.906623860199,378278.0608984454,377746.1542745852
1406,688.3073577779368,377441.76034974976,376753.4529919718
2003,635.0914651894666,376029.16810928466,375394.0766440952
964,609.7175569761984,373006.8258447137,372397.10828773753
3661,670.7741275768057,373041.6805070307,372370.9063794539
1789,637.2924237174784,370863.3824027599,370226.0899790424
2647,546.870748828133,370739.9544592699,370193.0837104418
1151,768.5630884446822,370585.2386542225,369816.6755657778
2757,622.6710942385178,369586.6807754009,368964.00968116237
679,689.7194720132671,368979.33448835334,368289.6150163401
61,686.4123210438661,368058.490802239,367372.07848119515
3048,1121.327394931754,367342.9441835799,366221.6167886481
969,494.1398490266191,364976.14362559037,364482.00377656374
3044,1080.956605405671,364637.8636659356,363556.9070605299
3595,329.35907449660334,363228.5704168854,362899.2113423888
2639,521.0236238835198,363177.0532960392,362656.0296721557
2567,543.9605802875235,362058.5348182076,361514.5742379201
1222,416.67464213998414,361794.6510443617,361377.9764022217
1606,59.36828460254879,361226.7927970432,361167.4245124407
2636,498.28592750367216,360806.01574248035,360307.7298149767
3179,408.28837939418463,358685.53519730427,358277.2468179101
2378,580.5707641493159,358576.1059527472,357995.5351885979
1786,621.3389627027416,358072.6006711296,357451.2617084269
1601,4.780170501619014,356342.0147940532,356337.2346235516
676,649.3703953256006,354621.1215992613,353971.7512039357
2509,558.7429724664842,352484.3611947286,351925.61822226207
2915,154.50165623986993,351614.6622746583,351460.1606184184
439,306.86764151102784,351751.6772703138,351444.80962880276
