,true,pred,resid
183,1379.7598425333522,658641.3323817502,657261.5725392168
1442,1166.209864804949,657004.2905952281,655838.0807304231
1569,1663.4365532204818,655419.5599592241,653756.1234060036
3623,1466.0289823526505,655136.1934661983,653670.1644838456
2043,1437.6183907416948,654441.2907732906,653003.6723825489
2066,1653.0439347858005,653759.7250220437,652106.6810872579
3497,1430.0089557465928,651042.3415437969,649612.3325880504
332,2383.160885693152,646950.9425504175,644567.7816647243
2044,1441.5267439336876,644747.3402631796,643305.813519246
2045,1455.9562967308948,643707.9686378621,642252.0123411312
551,1605.9377185525366,643541.5889496552,641935.6512311026
3493,1380.005639686987,639291.9177291088,637911.9120894219
3413,1128.404703169348,638624.6885939637,637496.2838907944
3624,1467.3664997335054,638168.8375544226,636701.471054689
1691,2294.2054711763903,635637.0903915777,633342.8849204013
2037,1401.5294185819114,634423.0564269244,633021.5270083426
3398,1015.8130808652456,631047.4117740206,630031.5986931555
2423,969.6410203990392,630588.9549160334,629619.3138956344
2545,1450.9284862463496,630421.3773679367,628970.4488816903
3617,1378.5590100759043,628539.0992361642,627160.5402260884
173,1251.2627533751534,627911.0597698577,626659.7970164826
1444,1176.3524347574871,625950.1630010236,624773.8105662661
2292,1280.9179375038025,622931.3451339292,621650.4271964254
549,1543.6781526432867,622838.3323630842,621294.6542104409
3397,1013.5763535903706,621997.2389717987,620983.6626182083
3620,1413.206206886823,622356.6362068336,620943.4299999468
1688,2248.6863743440567,623128.4398122756,620879.7534379315
2179,1202.6737553875146,621666.6331768665,620463.9594214789
1684,2171.3540656936675,622008.7394016692,619837.3853359756
331,2331.2582842047213,621775.1834341491,619443.9251499444
177,1312.0745258816712,618143.3736020697,616831.299076188
3491,1354.6222769544393,618171.3566155507,616816.7343385962
1175,1129.2995565383324,616767.3790229034,615638.079466365
179,1336.6092598442688,616447.6632495434,615111.0539896991
3275,1951.7107029403428,613875.5841382585,611923.8734353181
2425,992.001379953621,612084.7986893634,611092.7973094098
1178,1149.3829603410463,611975.8750990011,610826.49213866
1565,1574.7511498423542,612295.5233983588,610720.7722485164
1436,1112.9732560572882,611606.2365163871,610493.2632603298
3394,998.6164244142576,610563.2938957724,609564.6774713582
1681,2111.248795489156,611180.7175734184,609069.4687779292
2029,1319.0331535658536,609987.356550945,608668.3233973791
1174,1126.043873258301,609613.1184456097,608487.0745723514
178,1322.9055651407168,609041.0722519412,607718.1666868004
1173,1121.9431067128487,608576.8310387145,607454.8879320016
3489,1313.5413083215,604907.7109508333,603594.1696425118
343,2209.068512297091,605762.5833053276,603553.5147930305
174,1271.7532050503194,604606.388937372,603334.6357323217
463,513.2853981678024,602384.2240535967,601870.9386554289
3274,1884.096705658147,603121.5304606595,601237.4337550014
2419,941.0517035399664,601264.2959140176,600323.2442104777
3400,1024.6341135380217,601194.1964591638,600169.5623456257
1564,1560.9025261417405,601261.5340496061,599700.6315234643
176,1297.416172269068,600094.6526564375,598797.2364841684
3032,1536.5980280697656,599633.0548644392,598096.4568363695
3156,1256.6156130556324,598824.7932750349,597568.1776619792
1677,2028.8292390029983,599383.646891867,597354.817652864
472,596.8434862416303,597030.8175758431,596433.9740896014
1830,873.1095551562713,595008.3951291956,594135.2855740393
324,2003.774159236836,596105.0870485125,594101.3128892757
952,906.4121549222872,593246.6955382263,592340.283383304
1467,794.230963251811,591749.6982530209,590955.4672897691
547,1383.8493000567892,592043.0084168632,590659.1591168063
1675,2011.2848873118312,592193.7314950445,590182.4466077327
1078,1267.7909776168738,591286.2100250595,590018.4190474426
325,2023.0074680478208,588023.8566488409,586000.8491807932
175,1289.275535390074,587244.9277760901,585955.6522407
3488,1298.463972563069,587077.8875916682,585779.4236191051
1171,1103.5562075654657,584064.6187886902,582961.0625811247
351,3345.919618291466,585767.2575656984,582421.3379474069
3395,1000.3980599925133,583065.456755484,582065.0586954915
2290,1232.3153513308448,582853.5181735503,581621.2028222195
3146,1169.367367174671,582782.898234983,581613.5308678083
598,1418.3361247899395,582750.9955102374,581332.6593854475
322,1944.506221838738,583244.3277236527,581299.821501814
3389,977.0625070381884,582259.6319279806,581282.5694209423
1566,1590.6203912359397,577408.8212422859,575818.20085105
2025,1232.8146474145651,575676.4790225723,574443.6643751577
314,1810.9231959458411,575790.9316700606,573980.0084741148
3487,1282.4800881356189,574758.9363796051,573476.4562914695
318,1877.4989275668115,575204.8381576424,573327.3392300756
3148,1192.9786869716895,571541.3871360174,570348.4084490457
1672,1955.4479920520205,572107.5314863401,570152.083494288
1826,840.3969027725179,570676.9895118803,569836.5926091078
2543,1352.2743653924308,570804.1814833471,569451.9071179547
3144,1161.451601796403,570422.1505607849,569260.6989589884
1431,1075.0218032574342,568847.5436882012,567772.5218849438
1667,1814.786101188533,568588.0673332803,566773.2812320918
1424,1022.6036707903604,566327.1245563733,565304.520885583
321,1920.353098806844,566576.6405454779,564656.287446671
1426,1041.4360524333424,563845.0839310564,562803.6478786231
3611,1239.7686791173046,563187.7609788657,561947.9922997484
1425,1032.7180174228786,561517.0793577064,560484.3613402835
2542,1300.6408324269096,561171.3414190897,559870.7005866627
1558,1461.596559035919,560864.7630942413,559403.1665352053
712,964.3870610682196,559692.141123229,558727.7540621608
2413,916.4553080299264,558086.6938819495,557170.2385739196
1075,1180.363229592768,555711.115921285,554530.7526916922
2172,1174.2844607324444,555428.0129441351,554253.7284834026
315,1836.3710069306069,555713.5261676512,553877.1551607206
1427,1053.3121284102822,552397.234259618,551343.9221312077
2285,1139.762856600897,552414.9975321545,551275.2346755536
461,497.0692732585961,551134.3887197158,550637.3194464572
3270,1590.5819066826464,551097.1896221007,549506.607715418
1157,876.4274037347697,549593.6922161223,548717.2648123875
313,1759.8693343376262,548728.2243405667,546968.355006229
1554,1413.5206429506936,547998.5136114042,546584.9929684536
1552,1383.0635274810172,547787.5175420794,546404.4540145984
1161,996.2116184836112,544898.300985593,543902.0893671094
3147,1177.8367504996402,544754.2544449707,543576.4176944711
309,1633.7091860411908,544959.0496695517,543325.3404835105
1665,1734.0247623067896,544700.5548482365,542966.5300859297
2174,1192.3503755129436,542179.122123666,540986.771748153
3484,1227.4191847646407,541932.7000502981,540705.2808655335
1163,1036.6361764849926,541675.8755493952,540639.2393729102
2671,643.2630343358633,540288.7139580895,539645.4509237536
1421,967.7048570372976,540199.2128499537,539231.5079929164
2555,1719.9470559712777,540814.7420672728,539094.7950113015
93,920.7326225269244,539314.7055666618,538393.9729441348
544,1212.6775737172245,539186.3745860625,537973.6970123453
1089,1546.67159269921,539348.6578710665,537801.9862783672
2281,1103.3646017129015,537904.5911169734,536801.2265152605
594,1383.6529271393829,536804.1607092875,535420.5077821481
2168,1156.218545951945,536386.8177857257,535230.5992397737
2416,920.9273799408428,536055.5034747978,535134.576094857
3026,1432.3384355681524,535087.0114390317,533654.6730034635
2412,904.3168271288675,533670.6791332896,532766.3623061607
1553,1392.5505739663126,533396.0562658501,532003.5056918837
543,1137.3264799808562,531539.9263490085,530402.5998690276
2171,1169.1227707951589,529225.2380126198,528056.1152418246
3267,1475.3602880835365,529048.3645271049,527573.0042390213
2276,1030.0312445196837,528361.8955425083,527331.8642979887
1551,1378.258400040413,527247.2254126066,525868.9670125662
962,1040.5756010642783,525470.4369012484,524429.8613001842
948,805.432152273631,524308.9077144108,523503.47556213714
1662,1466.7139429282445,524869.3221780027,523402.60823507444
87,872.2665065659568,522991.2333739116,522118.9668673456
1159,966.3506012999836,520509.23590486275,519542.8853035628
1074,1141.3281535354786,520603.2125754142,519461.8844218787
949,835.2295301043819,520180.27162780636,519345.042097702
1822,594.5484284229437,519425.78869346814,518831.2402650452
2018,1067.9797257908788,519384.1311397515,518316.1514139607
1546,1252.2901360590322,519558.6303374004,518306.3402013414
3014,1294.707870022498,519395.6687448736,518100.9608748511
2404,874.7692091460274,516502.5505247529,515627.78131560684
3606,1000.4630008796466,516214.6922496592,515214.2292487796
3482,1199.984159254838,515024.6599631635,513824.67580390867
3020,1343.5616889321605,514491.83446641604,513148.27277748386
3376,925.869532569508,513922.13842524396,512996.2688926745
2164,1102.0208016104475,513545.8954350723,512443.8746334619
2016,1023.0814496110488,512448.1720885499,511425.0906389388
2670,640.7366236269913,511604.22520670947,510963.48858308245
3021,1358.6282867721286,511955.2754665816,510596.64717980946
3265,1417.6382460238942,510736.6312019718,509318.9929559479
3011,1253.5098534074575,510120.4008212287,508866.89096782124
3528,1076.5026879168086,506470.99861677305,505394.49592885625
2163,1102.0208016104475,506192.00805444515,505089.9872528347
3374,920.0792169401776,505603.1044883058,504683.02527136565
238,519.3084103714141,504708.5258618517,504189.2174514803
2170,1156.218545951945,504869.7113569296,503713.4928109777
2166,1102.0208016104475,504154.50957871403,503052.4887771036
3481,1168.875225981114,503897.80593846744,502728.9307124863
1660,1305.5495220546018,503450.10492667666,502144.55540462205
1811,759.8037240856971,502691.5394205984,501931.73569651274
1073,1107.760227231911,501713.9192161144,500606.1589888825
1545,1221.5373204391644,501695.2258489508,500473.6885285116
3016,1296.7601308578423,501264.2751307046,499967.5149998468
3261,1365.4571475015723,500492.25321673154,499126.79606922995
1813,776.4823424192857,499819.8372878916,499043.3549454723
2398,838.6732001507739,497433.1325716774,496594.4593715266
168,1174.343281457747,497311.2527502397,496136.90946878196
3268,1510.401194319079,496794.7204535094,495284.31925919035
3007,1205.027496343473,496286.5148270256,495081.4873306821
3257,1311.2479912139572,495683.61810858524,494372.37011737126
239,520.5928605399547,494321.0340960153,493800.44123547536
2778,721.8060402979521,494064.2829498001,493342.4769095021
3260,1332.630549234258,492733.6660787426,491401.0355295083
170,518.9786191119242,491916.84715685964,491397.8685377477
3006,1186.8047900558252,490051.0480240953,488864.24323403946
1417,896.4587992409294,489500.0730344401,488603.6142351992
3263,1376.4200413910037,489764.6884347964,488388.2683934054
3010,1249.958572783524,489544.8418636621,488294.8832908786
3479,1125.5517422195471,489207.55958656064,488082.0078443411
2536,1085.7195276973296,488192.7585084951,487107.0389807978
3254,1225.748800833242,487556.4307168974,486330.6819160642
88,878.9061622295943,486676.33568770176,485797.42952547217
240,522.0855999250156,486096.7531387387,485574.66753881366
2667,623.0517486648876,485784.9441383246,485161.8923896597
457,476.9117291006244,485459.2200073026,484982.30827820196
2011,891.962990594735,484917.8776882637,484025.914697669
2399,851.6102653216392,484190.0774790854,483338.4672137638
3129,1021.6387887655194,484192.95176374953,483171.312974984
468,549.3212312993725,482548.3056607378,481998.9844294384
1070,1053.4992324065772,482904.7195155985,481851.22028319194
460,488.2855389327759,481196.21021189255,480707.9246729598
2271,919.5838358821658,481250.0779082376,480330.4940723554
3132,1049.436237247241,481318.0059550102,480268.56971776293
1808,724.2508722031083,480537.974079855,479813.7232076519
2272,945.2451424256204,479612.3463816013,478667.10123917565
2775,704.6985552562302,477784.931599476,477080.2330442198
80,834.7316680342932,476405.30270151887,475570.5710334846
3046,1917.6836334806528,477244.7605346893,475327.07690120867
3369,885.6471728299794,475782.44274732954,474896.7955744996
3368,875.5383274837907,475627.04002231814,474751.5016948343
3604,877.9610665180371,475117.37154801737,474239.41048149933
3130,1038.7426695399122,472702.2460185855,471663.5033490456
2781,731.3478578447284,472344.8981969085,471613.5503390638
298,1018.7755646925356,471638.9440431468,470620.1684784543
3047,1947.0633675445308,472520.55320519244,470573.4898376479
538,864.7889238941797,471363.42166131194,470498.63273741776
233,515.2294132145619,470457.7565328486,469942.52711963403
2157,1047.8230572689504,469694.6851436163,468646.8620863473
3253,1200.9826974596194,467335.7921816875,466134.80948422785
2538,1124.090843566123,466944.520435872,465820.4295923059
166,1098.7690107303663,464873.7585685229,463774.98955779255
76,817.7786385987113,464379.7685098466,463561.9898712479
295,893.2339895291393,464341.01548451063,463447.7814949815
3290,2234.6920182165104,464691.8581991614,462457.1661809449
1651,821.0326683198346,463240.6476745585,462419.6150062387
2155,1047.8230572689504,463300.3992655329,462252.5762082639
3475,954.595748477596,462228.13468787394,461273.5389393963
299,1047.2155433906032,462259.09766463604,461211.88212124543
2666,617.9989272471437,460495.25436939107,459877.25544214394
3251,1147.0270483926658,460867.98236427805,459720.95531588537
1071,1072.1397873689257,460485.8650989288,459413.72531155986
1084,1401.76413540432,460525.75283782074,459123.9887024164
599,1067.67955194059,458787.9406651088,457720.2611131682
3042,1851.076045932497,458652.86484894983,456801.78880301735
1080,951.6292526098414,457544.41640891833,456592.7871563085
3544,601.5666115262449,454325.3933099856,453723.82669845934
3125,993.4819742482192,453628.3896417886,452634.9076675404
1657,1084.095584575956,452375.8386048363,451291.74302026036
3043,1875.9297413376823,452948.5215305929,451072.5917892552
2530,994.1945037807814,450179.79133817105,449185.59683439025
3123,986.5568936166792,450090.31535232725,449103.75845871057
1412,810.7713142215705,449236.3839002366,448425.612586015
70,781.8615841881375,447646.5377152209,446864.67613103276
2153,980.7210880842392,447837.4641579275,446856.7430698433
2770,687.8323443487432,447028.301439926,446340.4690955773
2010,376.863501460594,446483.6860921434,446106.82259068283
3246,1035.0906764286606,446205.5259986695,445170.43532224087
296,931.3122007652466,445990.77141110937,445059.4592103441
3366,860.9366619837405,443996.2974615978,443135.36079961405
2772,690.1014701350026,443754.2551279062,443064.15365777124
73,802.6119124634987,443448.2895162017,442645.6776037382
1068,1017.1790720119718,442361.19857453316,441344.0195025212
1539,1002.1524506765994,441894.411501425,440892.2590507484
69,777.9856430646944,441224.04612558393,440446.0604825192
1656,1029.3641677190888,441181.7526023989,440152.38843467983
3244,955.908472097495,440750.94880943885,439795.0403373414
942,717.2439532391859,438644.09064640856,437926.8466931694
1652,862.4574006968196,438373.7858421035,437511.32844140666
3121,968.4526155000016,437828.6368304213,436860.18421492126
2149,867.1639094639588,436907.2224796402,436040.05857017625
700,813.8761192564167,435839.63771148876,435025.76159223233
1803,695.2445794490412,435354.57167014596,434659.3270906969
450,430.85342987933655,434480.03415945783,434049.1807295785
705,853.6071602013931,434392.786419073,433539.1792588716
1805,707.6729701638046,433536.01107988757,432828.33810972376
2313,1114.6741873024853,433105.77569077106,431991.1015034686
1064,949.3901469086576,432700.10707985424,431750.7169329456
1650,773.6403997491791,432359.89822423935,431586.2578244902
1411,789.8103000739032,432238.95427641645,431449.1439763426
2529,977.367738215368,432267.6433034646,431290.2755652492
1538,982.6115990848084,431943.7384668058,430961.126867721
3543,599.8012272760488,431531.75122393895,430931.9499966629
3540,592.787403363108,429399.55684994743,428806.76944658434
2266,812.5722507149018,427350.9006474071,426538.32839669223
449,426.9120106305711,426321.3932584088,425894.4812477782
3364,840.825482113976,425475.0735625406,424634.2480804266
67,764.7737394091314,424865.57476404647,424100.80102463736
2658,596.2329272937852,423563.2111538696,422966.97822657577
1407,699.2357243773547,423024.0046331521,422324.7689087748
1653,913.575540921842,421380.39445761783,420466.818916696
2525,924.7382284718316,420880.03138749127,419955.29315901943
3539,590.3063227952649,418352.3591728502,417762.0528500549
162,910.4148079747004,418164.2215834503,417253.80677547556
1537,961.0994131584108,416752.30895041995,415791.2095372615
1801,675.9876239817579,415462.3130461462,414786.3254221644
1067,999.826002827804,415260.961637087,414261.1356342592
2663,608.6706415528472,414618.9766835752,414010.30604202236
2768,678.2330805795298,413644.84973371966,412966.6166531401
2664,613.3347843999954,412327.8412605079,411714.50647610787
1061,904.8412730622052,412541.5001712281,411636.65889816586
3363,832.4111271275412,411114.02503641095,410281.6139092834
1536,940.425044324221,410990.1081796241,410049.6831352998
695,784.4184195284568,409659.66658161144,408875.248162083
940,697.379034685352,407817.06956248335,407119.69052779797
291,327.78621882355446,405241.4637396281,404913.6775208045
840,358.7128653527544,405108.5457735515,404749.83290819876
3536,584.9624569568338,403549.02895582205,402964.0664988652
2519,813.4509284862469,403599.8477433079,402786.39681482164
1226,422.0683860815294,402418.9282161334,401996.85983005184
2672,462.72183829416633,401896.57811035885,401433.8562720647
2653,566.1103380726195,400722.77233300876,400156.6619949361
691,760.8585122477664,400510.3364293558,399749.47791710804
1533,868.9148913363556,399781.9859759455,398913.07108460914
693,774.516621199556,399125.36741911905,398350.8507979195
2989,621.3423851296395,398876.1133385497,398254.77095342
937,680.2229686615862,397808.01455967216,397127.7915910106
697,795.4925619218,397912.10899278376,397116.61643086193
2384,660.5889079839263,397413.0449374921,396752.4560295082
3355,729.1827744113361,396675.7137349535,395946.53096054215
1406,688.3073577779368,394532.2698538976,393843.96249611967
1800,672.4826969406414,394419.7634394798,393747.28074253915
63,713.6225511916329,393388.0785022004,392674.4559510088
1222,416.67464213998414,392245.4652177303,391828.79057559033
1474,407.40659536802406,391572.61621939024,391165.20962402225
1706,1667.849596797224,392100.0486156994,390432.1990189022
1057,855.9914503480645,390972.70558200846,390116.7141316604
685,735.6320727893154,390649.9576677304,389914.3255949411
2655,579.3254094728728,389687.56523781805,389108.2398283452
1151,768.5630884446822,388796.23655618256,388027.67346773786
1532,844.5196289455954,388526.6707997974,387682.1511708518
3235,707.2592775623655,388303.9084119213,387596.6491343589
2996,804.0594615046717,387353.8840500547,386549.82458855
2381,621.4582787634082,385652.39814589696,385030.93986713357
2138,831.0320799029605,385434.5384192223,384603.50633931934
2189,753.6067308436787,383737.2928579167,382983.686127073
1475,409.2084315356323,382722.73773128935,382313.5292997537
61,686.4123210438661,381931.5700811426,381245.15776009875
1795,662.3103512178611,381731.9577312038,381069.64737998595
3360,805.3476953817582,381754.9819056456,380949.63421026384
2648,546.870748828133,379486.44926511496,378939.57851628686
2140,831.0320799029605,379091.2994928797,378260.26741297677
1221,415.3457487051106,377493.9928666013,377078.6471178962
346,1806.9240487136412,378164.656424058,376357.7323753444
2310,1075.0906377389424,375765.0888755705,374689.9982378316
2760,647.0397817962693,374512.7128563295,373865.67307453323
718,995.7120944701056,374508.25508770824,373512.54299323814
2144,727.7982811572512,374064.9299943498,373337.1317131925
2650,550.563195248792,373827.6693165222,373277.1061212734
1582,1256.2081630490618,373569.10144838545,372312.8932853364
929,619.7252621567283,372780.1800153326,372160.45475317584
1055,838.2185488449252,372700.647022257,371862.42847341206
2004,693.1785471214265,372410.58092432417,371717.40237720276
682,714.9675547467541,372007.6273576893,371292.65980294254
1053,811.7877719638781,371416.37804289884,370604.590270935
1703,1616.8542875058624,372102.1665385276,370485.31225102174
443,350.2232532474482,370313.0810983155,369962.85784506804
2643,530.1575702925185,370304.5377286951,369774.38015840255
2516,730.6800162501479,370190.94543874485,369460.2654224947
2382,639.5062832610349,369255.8390950175,368616.33281175647
2645,531.906623860199,369003.19894548797,368471.2923216278
1220,414.04009506003626,368625.31783846254,368211.2777434025
2647,546.870748828133,368218.88180232566,367672.01105349755
2073,505.34788803391393,368032.04104464006,367526.69315660617
289,696.9736812955856,365808.7964225415,365111.8227412459
52,559.764540508865,363966.66700336355,363406.9024628547
3230,589.3784199546811,363412.2872514377,362822.90883148304
354,1478.6918818174304,363902.981621454,362424.2897396366
932,632.7428034817785,362375.9041071416,361743.16130365984
3354,692.3009813810364,361800.60625378246,361108.3052724014
111,473.60630144890496,358338.4653092517,357864.8590078028
680,704.3226706416222,358529.0516158092,357824.72894516756
2514,691.0506244512302,357418.17617303715,356727.1255485859
59,657.3034414762101,354082.591689614,353425.2882481378
831,301.5750426386923,353303.8324221764,353002.2573795377
2639,521.0236238835198,353089.00605185836,352567.9824279749
678,675.3206820935841,352923.080210406,352247.7595283124
1468,399.67934743406033,351776.0726958634,351376.3933484293
927,590.3793597476554,351532.69294458855,350942.3135848409
605,720.3239143219354,350825.32252382266,350104.9986095007
1789,637.2924237174784,350595.62030142173,349958.3278777042
1052,804.2307902223854,350104.11039742245,349299.87960720004
288,620.1986856903318,349895.094667096,349274.8959814056
229,252.68953450831583,349472.2153759698,349219.5258414615
56,624.7005975914791,349716.11194052023,349091.41134292877
2378,580.5707641493159,349164.87557806046,348584.30481391115
3473,393.8238270572336,348768.96836713783,348375.14454008057
58,649.6639053488439,348977.4986259225,348327.8347205736
679,689.7194720132671,347512.07928786316,346822.3598158499
534,728.9736737791382,347036.61498225015,346307.64130847104
442,338.8494434152963,346101.86403975624,345763.01459634094
2256,491.2511765905894,346197.2348820527,345705.98370546213
926,584.8864087839056,344093.94196403224,343509.05555524834
2757,622.6710942385178,342903.11498714105,342280.4438929025
2677,711.0874449048107,341601.0384508044,340889.95100589964
925,573.1480478202766,341458.35897027433,340885.2109224541
2512,632.8121928525563,340636.97289138404,340004.1606985315
2003,635.0914651894666,340469.4602634106,339834.3687982211
2636,498.28592750367216,339976.69646979566,339478.410542292
1047,707.1095804335752,339879.3936407755,339172.28406034195
602,715.2649739258848,337887.8460454554,337172.5810715295
51,534.3630828853718,332100.70448111603,331566.34139823064
1786,621.3389627027416,330324.78803378716,329703.44907108444
1146,657.8022502623671,329440.2241657681,328782.4219155057
676,649.3703953256006,329403.5795146419,328754.2091193163
3595,329.35907449660334,324956.82461791084,324627.46554341423
2634,484.876516818121,323533.96419191116,323049.08767509303
665,499.1504353226137,322799.0269811176,322299.876545795
3661,670.7741275768057,321871.4550244352,321200.6808968584
3664,677.1502378307455,321564.5432707436,320887.39303291286
533,679.936550975277,320757.227708488,320077.29115751275
1044,631.3998189123265,320492.0693044921,319860.66948557977
3470,746.2804069544696,319759.4420423935,319013.161635439
358,1000.2183707013836,318986.61301350506,317986.3946428037
2754,600.8645082014539,317705.1737318684,317104.30922366696
2186,751.0258858750359,317802.72464117105,317051.698755296
3179,408.28837939418463,317001.3981874107,316593.10980801657
2633,476.9086061209094,317063.26463366486,316586.35602754395
157,746.5085520080822,314603.96152735315,313857.4529753451
2509,558.7429724664842,312416.23212842713,311857.4891559606
3048,1121.327394931754,312764.07466322376,311642.747268292
3176,404.17995147393015,311042.9630944495,310638.78314297553
361,1015.466917701865,310257.12000581564,309241.65308811376
1149,737.9372709058497,309226.16360025876,308488.22632935294
2915,154.50165623986993,306998.76340223284,306844.261745993
3414,486.376830061693,306563.7661769159,306077.38934685424
3291,1286.5646657083057,306204.25296471856,304917.6882990103
2986,229.13663467897192,303058.5038624082,302829.36722772924
149,663.1494718132622,303256.424266473,302593.2747946597
439,306.86764151102784,301813.72161092865,301506.8539694176
2567,543.9605802875235,301947.0737605471,301403.1131802596
1783,598.1339284994879,301741.34034826973,301143.20641977026
1825,477.2340888398288,301344.89930302795,300867.6652141881
532,631.2080141844837,299179.17134619784,298547.96333201334
829,290.34326143791185,297913.8147876277,297623.4715261898
964,609.7175569761984,297935.28414864675,297325.56659167056
2069,244.34668699077417,296853.671004727,296609.32431773626
3469,664.3570351278073,297262.35461028176,296597.99757515395
1717,893.9532992695856,297465.98229124316,296572.02899197355
1042,565.8686587243724,295496.1170334449,294930.24837472057
3178,406.889765634098,295333.82868509844,294926.93891946436
921,488.72214396648224,295225.4715573372,294736.74941337074
2005,522.528881237839,292642.77616530267,292120.2472840648
670,579.0141202048977,292175.3236587263,291596.3095385214
120,320.96162885695423,291417.44084446214,291096.4792156052
3044,1080.956605405671,290570.42795840866,289489.471353003
1330,201.7087965667694,289631.4873895876,289429.77859302086
144,602.129410090224,289812.0117352438,289209.88232515357
969,494.1398490266191,289143.2748510455,288649.1350020189
1041,545.3621823443718,288584.3833623571,288039.0211800127
2325,600.2312022876863,287934.1517186903,287333.92051640264
1718,899.4192758174754,287793.9880213193,286894.56874550186
2630,413.9426776844079,286677.3441647068,286263.4014870224
